gene	FDR	fold	add_variable	foldodwrot
SCO7398	1	1,666666667	M145vsMGM10	0,6
SCO6126	0,016896201	0,495192308	M145vsMGM10	2,019417474
SCO4027	0,037374091	0,581730769	M145vsMGM10	1,719008265
SCO5190	0,056532135	0,610576923	M145vsMGM10	1,637795276
SCO4812	0,095103823	0,817307692	M145vsMGM10	1,223529412
SCO5283	0,341261331	0,956730769	M145vsMGM10	1,045226131
SCO3563	0,115869442	1	M145vsMGM10	1
SCO4543	1	1,264423077	M145vsMGM10	0,790874525
SCO4739	0,046573486	0,727272727	M145vsMGM10	1,375000001
SCO2386	0,31683166	0,899521531	M145vsMGM10	1,111702128
SCO0038	1	1,04784689	M145vsMGM10	0,954337899
SCO5243	0,648711372	1,086124402	M145vsMGM10	0,920704846
SCO2080	0,11817472	0,819047619	M145vsMGM10	1,220930233
SCO4906	0,151892324	0,942857143	M145vsMGM10	1,06060606
SCO1647	0,177450193	0,942857143	M145vsMGM10	1,06060606
SCO4823	1	0,995238095	M145vsMGM10	1,004784689
SCO3872	0,464827709	1,033333333	M145vsMGM10	0,967741936
predicted RNA	0,002035778	0,17535545	M145vsMGM10	5,70270271
SCO2054	2,56E-04	0,516587678	M145vsMGM10	1,935779815
SCO6028	0,257577719	0,829383886	M145vsMGM10	1,205714286
SCO2265	0,533105483	0,909952607	M145vsMGM10	1,098958333
SCO5729	0,071461976	0,957345972	M145vsMGM10	1,044554455
SCO6026	0,107658246	1,014218009	M145vsMGM10	0,985981309
SCO2066	0,836433772	1,052132701	M145vsMGM10	0,950450451
SCO7475	0,722920738	1,18957346	M145vsMGM10	0,84063745
SCO4289	0,891758087	1,815165877	M145vsMGM10	0,550913838
SCO2229	0,003459892	0,570754717	M145vsMGM10	1,752066116
SCO6216	0,291518825	0,872641509	M145vsMGM10	1,145945947
SCO2059	0,205614968	0,905660377	M145vsMGM10	1,104166667
SCO4042	0,252759129	0,919811321	M145vsMGM10	1,087179487
SCO0226	1	1,910377358	M145vsMGM10	0,52345679
SCOt35	0,27222794	0,539906103	M145vsMGM10	1,852173914
SCO3351	0,096735618	0,704225352	M145vsMGM10	1,42
SCO2564	0,297696844	0,821596244	M145vsMGM10	1,217142857
SCO6177	0,21081482	0,82629108	M145vsMGM10	1,210227272
SCO2073	0,553243346	0,9342723	M145vsMGM10	1,070351759
SCO0218	0,614732204	0,962441315	M145vsMGM10	1,03902439
SCO3901	0,096024176	1,051643192	M145vsMGM10	0,950892858
SCO6503	1	1,103286385	M145vsMGM10	0,906382979
SCO7325	1	1,568075117	M145vsMGM10	0,637724551
SCO1235	1	1,685446009	M145vsMGM10	0,593314763
SCO0833	9,38E-06	0,387850467	M145vsMGM10	2,578313255
SCO3794	1	1,098130841	M145vsMGM10	0,910638298
SCO1857	1	1,598130841	M145vsMGM10	0,625730994
SCO3111	9,42E-28	0,176744186	M145vsMGM10	5,657894738
SCO3840	0,169522237	0,851162791	M145vsMGM10	1,174863388
SCO2553	0,385785686	0,911627907	M145vsMGM10	1,096938775
SCO4326	0,484894588	0,91627907	M145vsMGM10	1,091370558
SCO2262	1	1,213953488	M145vsMGM10	0,82375479
SCO3167	8,33E-04	0,462962963	M145vsMGM10	2,16
SCO6757	0,614035661	0,953703704	M145vsMGM10	1,048543689
SCO1952	0,675956327	1,083333333	M145vsMGM10	0,923076923
SCO5186	0,939658032	1,208333333	M145vsMGM10	0,827586207
SCO3304	0,093472369	0,903225806	M145vsMGM10	1,107142858
SCO1942	0,217642115	1,078341014	M145vsMGM10	0,927350427
SCO4048	1	1,244239631	M145vsMGM10	0,803703704
SCO5608	0,128474844	0,834862385	M145vsMGM10	1,197802198
SCO2050	0,136400568	0,857798165	M145vsMGM10	1,165775401
SCO5242	0,268965417	0,889908257	M145vsMGM10	1,12371134
predicted RNA	1	0,97706422	M145vsMGM10	1,023474179
SCO2193	1	1,587155963	M145vsMGM10	0,630057804
SCO4586	4,00E-32	0,173515982	M145vsMGM10	5,763157886
SCO2902	0,079103508	0,748858447	M145vsMGM10	1,335365855
SCO1928	0,537103559	0,926940639	M145vsMGM10	1,078817734
SCO3322	0,566262501	0,931506849	M145vsMGM10	1,073529412
SCO1085	0,838880452	1,02739726	M145vsMGM10	0,973333334
SCO3145	0,819744482	1,461187215	M145vsMGM10	0,684375
predicted RNA	1	0,840909091	M145vsMGM10	1,189189189
SCO3152	0,338137385	0,922727273	M145vsMGM10	1,083743842
SCO5711	0,703662781	1,054545455	M145vsMGM10	0,948275862
predicted RNA	1	1,081818182	M145vsMGM10	0,924369748
SCO2076	0,409179362	1,313636364	M145vsMGM10	0,761245675
predicted RNA	1	1,354545455	M145vsMGM10	0,738255033
SCO2241	1	1,572727273	M145vsMGM10	0,63583815
SCO2232	0,001275997	0,56561086	M145vsMGM10	1,767999999
SCO6565	0,116045972	0,814479638	M145vsMGM10	1,227777778
predicted RNA	1	0,823529412	M145vsMGM10	1,214285714
SCO6019	0,331933969	0,904977376	M145vsMGM10	1,104999999
predicted RNA	3,38E-05	0,198198198	M145vsMGM10	5,045454551
SCO3392	0,26744232	0,86036036	M145vsMGM10	1,162303665
predicted RNA	1	1,184684685	M145vsMGM10	0,844106464
SCO2783	1	2,144144144	M145vsMGM10	0,466386555
predicted RNA	0,660039845	0,69955157	M145vsMGM10	1,429487178
SCO0971	0,026381392	0,704035874	M145vsMGM10	1,420382166
predicted RNA	0,477533166	0,721973094	M145vsMGM10	1,385093168
predicted RNA	1	0,784753363	M145vsMGM10	1,274285715
SCO1114	0,992818728	1,080717489	M145vsMGM10	0,925311203
SCO7324	0,97415174	1,197309417	M145vsMGM10	0,835205993
predicted RNA	4,70E-49	0,049107143	M145vsMGM10	20,3636363
SCO2228	0,029921536	0,678571429	M145vsMGM10	1,47368421
predicted RNA	0,10367911	0,6875	M145vsMGM10	1,454545455
SCO1026	0,080756549	0,790178571	M145vsMGM10	1,265536724
SCO5694	0,22938402	0,919642857	M145vsMGM10	1,087378641
SCO4493	0,286181522	0,924107143	M145vsMGM10	1,082125604
SCO3545	0,156009593	0,955357143	M145vsMGM10	1,046728972
SCO4769	0,337745526	0,982142857	M145vsMGM10	1,018181818
SCO1831	1	1,15625	M145vsMGM10	0,864864865
SCO2461	0,063581856	0,617777778	M145vsMGM10	1,618705035
predicted RNA	0,596620259	0,715555556	M145vsMGM10	1,397515527
SCO5752	0,0998683	0,826666667	M145vsMGM10	1,209677419
predicted RNA	0,776888118	0,893333333	M145vsMGM10	1,119402985
SCO2138	0,053294465	0,544247788	M145vsMGM10	1,837398373
predicted RNA	0,102962266	0,685840708	M145vsMGM10	1,458064516
SCO2591	0,094096414	0,920353982	M145vsMGM10	1,086538462
SCO5659	0,27784267	0,924778761	M145vsMGM10	1,081339713
SCO1462	0,475888129	0,951327434	M145vsMGM10	1,05116279
SCO2202	0,523288643	0,929515419	M145vsMGM10	1,075829383
SCO3802	0,894122324	1,043859649	M145vsMGM10	0,957983193
SCO5568	0,294669038	0,925764192	M145vsMGM10	1,080188679
SCO5537	0,345204345	0,969432314	M145vsMGM10	1,031531532
SCO6010	0,703601658	0,973799127	M145vsMGM10	1,026905829
SCO3829	0,177450193	0,982532751	M145vsMGM10	1,017777778
SCO1210	0,775242241	1,043668122	M145vsMGM10	0,958158996
SCO2942	0,892727947	1,19650655	M145vsMGM10	0,835766424
SCO5126	0,811019421	1,095652174	M145vsMGM10	0,912698413
predicted RNA	1	1,295652174	M145vsMGM10	0,77181208
SCO5622	0,205935982	0,883116883	M145vsMGM10	1,132352941
predicted RNA	1	1,051948052	M145vsMGM10	0,950617284
SCO4847	0,36400052	1,121212121	M145vsMGM10	0,891891892
SCO1237	0,164616767	0,728448276	M145vsMGM10	1,372781065
SCO1903	0,25100803	0,935344828	M145vsMGM10	1,069124423
SCO1809	0,344979212	0,969827586	M145vsMGM10	1,031111111
predicted RNA	1	1,125	M145vsMGM10	0,888888889
SCO5504	0,999418433	1,098712446	M145vsMGM10	0,91015625
SCO1950	0,831502611	1,25751073	M145vsMGM10	0,795221843
predicted RNA	1	0,658119658	M145vsMGM10	1,51948052
SCO1022	0,390502009	0,876068376	M145vsMGM10	1,141463415
SCO3859	1	1,188034188	M145vsMGM10	0,841726619
predicted RNA	0,033734489	0,668085106	M145vsMGM10	1,496815287
SCO1152	0,005935277	0,775423729	M145vsMGM10	1,289617486
SCO0203	0,045702599	0,805084746	M145vsMGM10	1,242105263
SCO1753	0,417061674	0,957627119	M145vsMGM10	1,044247787
SCO1166	0,616394333	1,012711864	M145vsMGM10	0,987447699
SCO1675	0,910078514	1,021186441	M145vsMGM10	0,979253112
SCO7168	0,024455476	0,658227848	M145vsMGM10	1,519230769
predicted RNA	1	0,784810127	M145vsMGM10	1,274193548
SCO1663	0,283486679	1,033755274	M145vsMGM10	0,967346939
SCO2892	0,441559692	1,244725738	M145vsMGM10	0,803389831
SCO1335	1	1,308016878	M145vsMGM10	0,764516129
predicted RNA	0,792464592	0,857142857	M145vsMGM10	1,166666667
SCO1403	0,34412306	0,983193277	M145vsMGM10	1,017094017
SCO3893	0,128485214	1,012605042	M145vsMGM10	0,987551867
predicted RNA	0,957753665	0,648535565	M145vsMGM10	1,541935484
SCO2435	0,220275452	0,887029289	M145vsMGM10	1,12735849
SCO1870	0,25503337	0,937238494	M145vsMGM10	1,066964285
SCO5837	1	1,573221757	M145vsMGM10	0,635638298
SCO4248	0,067181948	0,675	M145vsMGM10	1,481481481
SCO5264	0,108016084	0,683333333	M145vsMGM10	1,463414635
SCO7249	0,127403469	0,804166667	M145vsMGM10	1,243523316
SCO2843	0,847276256	1,041666667	M145vsMGM10	0,96
SCO3407	0,180691632	0,796680498	M145vsMGM10	1,255208333
SCO5545	0,762206621	0,867219917	M145vsMGM10	1,153110048
SCO1388	0,034076988	0,958506224	M145vsMGM10	1,043290043
SCO4173	1	1,518672199	M145vsMGM10	0,658469945
predicted RNA	0,744752318	1,767634855	M145vsMGM10	0,565727699
SCO4354	0,096920985	0,82231405	M145vsMGM10	1,216080401
SCO4679	0,066340069	2,698347107	M145vsMGM10	0,370597244
SCO7260	0,107690052	0,666666667	M145vsMGM10	1,499999999
SCO4421	0,059942478	0,728395062	M145vsMGM10	1,372881355
SCO5172	0,16416384	0,75	M145vsMGM10	1,333333333
SCO2086	0,128040807	0,918032787	M145vsMGM10	1,089285714
SCO3799	0,413656946	1,004098361	M145vsMGM10	0,995918367
SCO6041	0,200007534	1,057377049	M145vsMGM10	0,945736434
SCO1818	0,299064488	1,081967213	M145vsMGM10	0,924242424
SCO2785	0,8272614	2,418032787	M145vsMGM10	0,413559322
SCO3543	0,020480299	0,910204082	M145vsMGM10	1,098654708
SCOt52	1	1,024489796	M145vsMGM10	0,976095617
SCO1655	0,151152703	1,032653061	M145vsMGM10	0,968379447
SCO1904	0,058419406	0,719512195	M145vsMGM10	1,389830509
SCO4246	0,020589816	0,784552846	M145vsMGM10	1,274611398
SCO5375	0,211566944	0,869918699	M145vsMGM10	1,149532711
SCO2112	0,169442573	0,886178862	M145vsMGM10	1,128440367
SCO1515	0,580138437	1,239837398	M145vsMGM10	0,806557377
SCO1811	0,483344948	0,712550607	M145vsMGM10	1,403409091
SCO4490	0,068516219	0,793522267	M145vsMGM10	1,260204082
SCO3012	0,035666542	0,894736842	M145vsMGM10	1,117647059
SCO4813	0,279900235	0,923076923	M145vsMGM10	1,083333333
SCO5699	0,342111383	1,230769231	M145vsMGM10	0,8125
SCO4470	1	1,36437247	M145vsMGM10	0,732937685
SCO2968	0,031659277	0,665322581	M145vsMGM10	1,503030302
SCO3793	0,173582026	0,786290323	M145vsMGM10	1,271794871
predicted RNA	1	0,786290323	M145vsMGM10	1,271794871
SCO3303	0,181227191	1,092741935	M145vsMGM10	0,915129152
SCO1776	0,2873832	1,181451613	M145vsMGM10	0,846416382
SCO3676	0,637566055	1,22983871	M145vsMGM10	0,813114754
SCO1385	0,673418673	1,040160643	M145vsMGM10	0,961389961
SCO1494	0,535772737	1,192771084	M145vsMGM10	0,838383839
SCO1785	0,804047101	1,21686747	M145vsMGM10	0,821782178
SCO6766	0,220275452	0,8	M145vsMGM10	1,25
SCO4594	0,855025883	1,388	M145vsMGM10	0,720461095
SCO4767	1	1,416	M145vsMGM10	0,706214689
SCO6053	0,60456227	0,948207171	M145vsMGM10	1,054621849
SCO5267	1	1,035856574	M145vsMGM10	0,965384615
SCO5484	0,067514405	0,511904762	M145vsMGM10	1,953488372
SCO1423	0,437418777	0,94047619	M145vsMGM10	1,06329114
SCO6445	0,588767016	0,988095238	M145vsMGM10	1,012048193
SCO6754	0,517694641	1,130952381	M145vsMGM10	0,884210526
predicted RNA	1	1,130952381	M145vsMGM10	0,884210526
SCO0607	1	1,535714286	M145vsMGM10	0,651162791
SCO3835	1	1,793650794	M145vsMGM10	0,557522124
SCO5574	0,04456764	0,644268775	M145vsMGM10	1,552147239
predicted RNA	0,063958204	0,472440945	M145vsMGM10	2,116666666
SCO1695	0,119929038	0,826771654	M145vsMGM10	1,209523809
predicted RNA	0,019819359	0,509803922	M145vsMGM10	1,96153846
predicted RNA	0,564489562	0,533333333	M145vsMGM10	1,875000001
SCO7465	1	1,321568627	M145vsMGM10	0,756676558
SCO6751	0,297696844	0,84375	M145vsMGM10	1,185185185
SCO3180	0,192696201	0,8671875	M145vsMGM10	1,153153153
SCO6502	0,506283052	0,9375	M145vsMGM10	1,066666667
SCO1464	0,786162366	1	M145vsMGM10	1
SCO5859	0,270081949	1,00390625	M145vsMGM10	0,996108949
SCO5191	1,75E-04	0,373540856	M145vsMGM10	2,677083334
predicted RNA	0,124843729	0,564202335	M145vsMGM10	1,772413792
SCO4402	0,047645019	0,684824903	M145vsMGM10	1,460227272
SCO2509	0,239697919	0,80155642	M145vsMGM10	1,247572816
predicted RNA	0,948390749	0,848249027	M145vsMGM10	1,178899083
SCO6758	0,639877319	0,96124031	M145vsMGM10	1,040322581
SCO6740	0,622335506	1,174418605	M145vsMGM10	0,851485148
SCO0753	1	1,360465116	M145vsMGM10	0,735042735
SCO6452	0,862171051	1,375968992	M145vsMGM10	0,726760564
SCO2230	0,006710652	0,579150579	M145vsMGM10	1,726666667
SCO6011	0,110550835	0,864864865	M145vsMGM10	1,15625
SCO6767	0,20862543	0,953667954	M145vsMGM10	1,048582996
SCO3712	1	2,231660232	M145vsMGM10	0,448096886
predicted RNA	1	1,373076923	M145vsMGM10	0,728291317
predicted RNA	0,336291697	0,869731801	M145vsMGM10	1,149779735
SCO2114	0,482429119	0,91954023	M145vsMGM10	1,0875
SCO5492	0,619943065	0,950191571	M145vsMGM10	1,052419355
SCO4225	1	1,743295019	M145vsMGM10	0,573626374
SCO1754	0,310213387	0,778625954	M145vsMGM10	1,284313726
SCO1116	0,623939346	1,148854962	M145vsMGM10	0,870431894
SCO7469	0,639791272	1,366412214	M145vsMGM10	0,731843575
SCO4561	0,337886423	0,847908745	M145vsMGM10	1,179372198
SCO1514	0,324638701	0,97338403	M145vsMGM10	1,02734375
SCO4990	0,674484879	1,114068441	M145vsMGM10	0,897610922
SCO3367	0,004026808	0,541666667	M145vsMGM10	1,846153845
SCO1768	0,244094915	0,992424242	M145vsMGM10	1,007633588
SCO5538	1	1,102272727	M145vsMGM10	0,907216495
SCO4442	1	1,261363636	M145vsMGM10	0,792792793
predicted RNA	0,005328229	0,388679245	M145vsMGM10	2,572815536
SCO6606	0,152575366	0,728301887	M145vsMGM10	1,373056994
predicted RNA	0,394404046	0,740601504	M145vsMGM10	1,350253807
SCO4131	0,223537633	0,808270677	M145vsMGM10	1,237209302
SCO5586	0,129559708	1,041198502	M145vsMGM10	0,960431655
SCO7464	1	1,344569288	M145vsMGM10	0,743732591
SCO5245	0,022351969	0,526119403	M145vsMGM10	1,90070922
SCO6516	0,088309561	0,723880597	M145vsMGM10	1,381443299
SCO2049	0,117071071	0,77238806	M145vsMGM10	1,29468599
SCO1254	0,103611091	0,936567164	M145vsMGM10	1,067729084
SCO4913	0,443580423	1,276119403	M145vsMGM10	0,783625731
SCO6312	0,005602202	0,579925651	M145vsMGM10	1,724358973
predicted RNA	1	0,955390335	M145vsMGM10	1,046692607
SCO3127	0,159236105	1,140740741	M145vsMGM10	0,876623376
SCO2616	1	1,625925926	M145vsMGM10	0,615034169
SCO5415	0,005149984	0,605166052	M145vsMGM10	1,652439023
SCO6500	0,146869201	0,822878229	M145vsMGM10	1,215246636
SCO5838	0,64624348	1,383763838	M145vsMGM10	0,722666666
predicted RNA	0,626289185	0,411764706	M145vsMGM10	2,428571428
SCO3849	0,248791984	0,8125	M145vsMGM10	1,230769231
SCO5112	0,252759129	0,952205882	M145vsMGM10	1,050193051
SCO2581	0,926630671	1	M145vsMGM10	1
SCO5728	0,85162312	1,018382353	M145vsMGM10	0,981949458
SCO4336	0,029176534	0,626373626	M145vsMGM10	1,596491229
predicted RNA	0,266924456	0,717948718	M145vsMGM10	1,392857143
SCO2147	0,19678166	0,893772894	M145vsMGM10	1,118852459
predicted RNA	1	1,124542125	M145vsMGM10	0,889250814
SCO2346	1	1,263736264	M145vsMGM10	0,791304348
SCO4184	1	1,626373626	M145vsMGM10	0,614864865
SCO5354	0,073393471	0,784671533	M145vsMGM10	1,274418604
predicted RNA	1	1,835766423	M145vsMGM10	0,54473161
predicted RNA	0,836433772	0,749090909	M145vsMGM10	1,334951456
SCO3301	0,269788049	0,810909091	M145vsMGM10	1,233183856
SCO2562	0,042019081	0,916363636	M145vsMGM10	1,091269842
SCO5982	0,558719514	1,043636364	M145vsMGM10	0,958188153
SCO4957	0,326312022	1,109090909	M145vsMGM10	0,901639344
SCO3968	1	1,465454545	M145vsMGM10	0,682382134
SCO3119	0,06104276	0,768115942	M145vsMGM10	1,301886793
SCO5185	0,064196729	0,833333333	M145vsMGM10	1,2
SCO3061	0,01375777	0,61732852	M145vsMGM10	1,619883041
SCO5201	0,222745314	0,891696751	M145vsMGM10	1,12145749
SCO3807	0,659534082	1,068592058	M145vsMGM10	0,935810811
SCO3175	0,13678346	0,820143885	M145vsMGM10	1,219298245
SCO1546	0,729285013	1,161870504	M145vsMGM10	0,860681114
SCO4409	0,056357339	0,745519713	M145vsMGM10	1,341346154
SCO3158	0,184949128	0,838709677	M145vsMGM10	1,192307693
SCO1621	0,162766925	0,892473118	M145vsMGM10	1,120481928
predicted RNA	0,36758509	0,899641577	M145vsMGM10	1,111553785
predicted RNA	0,36758509	0,899641577	M145vsMGM10	1,111553785
SCO1856	0,343561529	1,186379928	M145vsMGM10	0,842900302
SCO4651	1	1,734767025	M145vsMGM10	0,576446281
SCO1529	0,033903282	0,839285714	M145vsMGM10	1,191489362
SCO0769	0,93284899	1,475	M145vsMGM10	0,677966102
SCO4036	0,284994959	0,854609929	M145vsMGM10	1,170124481
SCO5389	1	1,514184397	M145vsMGM10	0,660421546
predicted RNA	1	1,208480565	M145vsMGM10	0,82748538
predicted RNA	0,36758509	0,904929577	M145vsMGM10	1,105058366
SCO3580	0,027357776	0,936842105	M145vsMGM10	1,067415731
SCO5793	0,452829538	1,021052632	M145vsMGM10	0,979381443
predicted RNA	1	1,171929825	M145vsMGM10	0,853293413
SCO1601	0,162489298	0,811188811	M145vsMGM10	1,232758621
SCO3844	0,168172889	0,870629371	M145vsMGM10	1,148594377
predicted RNA	0,361944758	0,905594406	M145vsMGM10	1,104247104
SCO2671	0,259907274	0,916083916	M145vsMGM10	1,091603054
predicted RNA	0,058407132	0,634146341	M145vsMGM10	1,576923078
SCO1852	0,248241538	1,153310105	M145vsMGM10	0,867069486
SCO7466	1	1,278745645	M145vsMGM10	0,782016349
SCO3913	0,289600932	0,947916667	M145vsMGM10	1,054945055
SCO3579	0,401296206	0,965277778	M145vsMGM10	1,035971223
SCO1378	0,444125807	1,322916667	M145vsMGM10	0,755905512
predicted RNA	0,508361263	0,372413793	M145vsMGM10	2,685185186
predicted RNA	0,27756636	0,482758621	M145vsMGM10	2,07142857
SCO2266	0,371512999	0,948275862	M145vsMGM10	1,054545455
SCO4055	0,00405685	0,498281787	M145vsMGM10	2,006896551
SCO2235	0,253574615	0,821305842	M145vsMGM10	1,217573222
SCO4955	0,116045972	0,89347079	M145vsMGM10	1,11923077
SCO5806	0,553475954	0,93814433	M145vsMGM10	1,065934066
SCO6439	0,871531768	1,092783505	M145vsMGM10	0,91509434
SCO3610	0,233348654	1,250859107	M145vsMGM10	0,799450549
SCO7400	1	1,642611684	M145vsMGM10	0,608786611
SCO0172	0,010959058	0,571917808	M145vsMGM10	1,748502995
SCO5336	0,025113511	0,633561644	M145vsMGM10	1,578378378
predicted RNA	1	0,869863014	M145vsMGM10	1,149606299
SCO1551	0,091580343	0,976027397	M145vsMGM10	1,024561404
SCO3903	0,250090402	1,017123288	M145vsMGM10	0,983164983
predicted RNA	0,983017405	0,921501706	M145vsMGM10	1,085185186
SCO4436	0,357646356	0,979522184	M145vsMGM10	1,020905924
SCO1676	0,231929072	1,122866894	M145vsMGM10	0,890577508
SCO0506	0,317368783	0,87755102	M145vsMGM10	1,139534884
predicted RNA	1	1,034013605	M145vsMGM10	0,967105264
SCO3198	0,014606537	0,650847458	M145vsMGM10	1,536458332
SCO0788	0,614035661	0,996610169	M145vsMGM10	1,003401361
SCO3823	0,368407811	1,108474576	M145vsMGM10	0,902140673
predicted RNA	4,82E-06	0,148648649	M145vsMGM10	6,727272711
predicted RNA	0,309326125	0,550675676	M145vsMGM10	1,815950919
predicted RNA	1	1,047297297	M145vsMGM10	0,95483871
SCO6755	0,761908288	1,050675676	M145vsMGM10	0,951768488
SCO7278	0,639791272	1,233108108	M145vsMGM10	0,810958904
SCO2233	0,123231134	0,696969697	M145vsMGM10	1,434782609
predicted RNA	1	0,949494949	M145vsMGM10	1,05319149
SCO5244	0,435917087	1,03030303	M145vsMGM10	0,970588236
SCO5813	1	1,181818182	M145vsMGM10	0,846153846
predicted RNA	1	1,215488215	M145vsMGM10	0,822714682
SCO4469	0,40562589	1,255892256	M145vsMGM10	0,796246649
SCO2887	1	1,67003367	M145vsMGM10	0,598790323
SCO5645	0,107879334	0,842281879	M145vsMGM10	1,187250996
SCO0740	1	1,214765101	M145vsMGM10	0,82320442
SCO3136	0,654483837	1,375838926	M145vsMGM10	0,726829268
SCO5047	0,099691017	0,739130435	M145vsMGM10	1,352941176
SCO5187	0,188095773	0,759197324	M145vsMGM10	1,317180617
predicted RNA	1	1,026666667	M145vsMGM10	0,974025974
SCO6013	0,091175974	1,1	M145vsMGM10	0,909090909
SCO3261	0,065478108	0,837209302	M145vsMGM10	1,194444445
SCO6264	0,460977729	0,980066445	M145vsMGM10	1,020338983
SCO2635	0,079913639	1,046511628	M145vsMGM10	0,955555555
predicted RNA	1	1,046511628	M145vsMGM10	0,955555555
SCO2949	0,353365904	1,23255814	M145vsMGM10	0,811320754
SCO4444	0,077261253	0,801324503	M145vsMGM10	1,247933885
predicted RNA	1	1,059602649	M145vsMGM10	0,94375
SCO5866	0,102521567	0,785478548	M145vsMGM10	1,273109243
SCO1943	0,449734781	1	M145vsMGM10	1
SCO1658	0,786162366	1,224422442	M145vsMGM10	0,81671159
SCO3661	3,98E-04	0,68852459	M145vsMGM10	1,452380953
SCO4474	0,018537078	0,829508197	M145vsMGM10	1,205533596
SCO2828	0,43613499	1,150819672	M145vsMGM10	0,868945869
SCO3177	0,164135434	1,049019608	M145vsMGM10	0,953271028
SCO2122	0,094272956	0,687296417	M145vsMGM10	1,454976303
SCO1566	0,321338601	0,840390879	M145vsMGM10	1,189922481
SCO3851	0,312982221	0,850162866	M145vsMGM10	1,176245211
SCO2630	0,537863268	1,006514658	M145vsMGM10	0,993527508
SCO6451	0,752193419	1,511400651	M145vsMGM10	0,661637931
SCO4033	0,040972007	0,603896104	M145vsMGM10	1,655913978
SCO1873	0,213941793	0,905844156	M145vsMGM10	1,103942652
SCO5812	0,375313036	0,867313916	M145vsMGM10	1,152985074
SCOt57	0,477533166	0,648387097	M145vsMGM10	1,542288557
SCO2829	0,933428974	1,286173633	M145vsMGM10	0,7775
SCO3390	1,37E-23	0,243589744	M145vsMGM10	4,105263151
predicted RNA	0,250617996	0,871794872	M145vsMGM10	1,147058823
SCO2094	0,356846104	1,16025641	M145vsMGM10	0,861878453
SCO2014	0,045359753	0,865814696	M145vsMGM10	1,15498155
SCO1620	0,048318808	0,977635783	M145vsMGM10	1,022875817
SCO3921	0,172443224	0,885350318	M145vsMGM10	1,129496403
SCO2129	0,561413112	1,063694268	M145vsMGM10	0,94011976
SCO5405	1	1,50955414	M145vsMGM10	0,662447257
SCO0178	0,048318808	0,698412698	M145vsMGM10	1,431818183
SCO4235	0,003546634	0,734177215	M145vsMGM10	1,362068966
SCO1849	0,248443323	1,414556962	M145vsMGM10	0,706935123
SCO2837	0,060358029	1,03785489	M145vsMGM10	0,963525835
SCO4439	1	1,643533123	M145vsMGM10	0,608445298
SCO0210	0,033989781	0,713836478	M145vsMGM10	1,400881057
SCO3326	0,109731698	0,871069182	M145vsMGM10	1,148014441
SCO5365	0,075651939	0,908805031	M145vsMGM10	1,100346021
SCO1853	0,729778595	1,188679245	M145vsMGM10	0,841269841
SCO6823	0,096735618	0,777429467	M145vsMGM10	1,286290323
predicted RNA	1	0,909090909	M145vsMGM10	1,1
SCO4647	0,660843863	1,332288401	M145vsMGM10	0,750588235
SCO5472	0,12432233	0,925	M145vsMGM10	1,081081081
predicted RNA	0,084683603	0,495327103	M145vsMGM10	2,018867924
SCO6499	0,082408697	0,750778816	M145vsMGM10	1,331950208
SCO4775	0,024701878	0,931464174	M145vsMGM10	1,073578596
SCO3820	0,077484869	0,996884735	M145vsMGM10	1,003125
SCO6960	0,039394051	0,720496894	M145vsMGM10	1,387931035
