"product" "gene" "start" "end" "strand"
"4195" "MOSC domain-containing protein" "vnz_21990" 4787888 4788562 "-"
"4196" "LysR family transcriptional regulator" "vnz_21995" 4788643 4789548 "+"
"4197" "WhiB family transcriptional regulator" "vnz_22000" 4789622 4790014 "-"
"4198" "response regulator transcription factor" "vnz_22005" 4790447 4791058 "+"
"4199" "sigma-70 family RNA polymerase sigma factor" "vnz_22010" 4791332 4791904 "+"
"4200" "IMP dehydrogenase" "vnz_22015" 4792110 4793612 "+"
"4201" "GuaB3 family IMP dehydrogenase-related protein" "vnz_22020" 4793719 4794843 "+"
"4202" "nucleotide sugar dehydrogenase" "vnz_22025" 4794934 4796175 "-"
"4203" "glycerol-3-phosphate dehydrogenase/oxidase" "vnz_22030" 4796438 4798144 "+"
"4204" "serine/threonine protein kinase" "vnz_22035" 4798962 4800872 "+"
"4205" "protein kinase" "vnz_22040" 4801032 4804088 "+"
"4206" "serine/threonine protein kinase" "vnz_22045" 4804225 4806030 "+"
"4207" "succinate-semialdehyde dehydrogenase (NADP(+))" "vnz_22050" 4806236 4807882 "+"
"4208" "GMC family oxidoreductase" "vnz_22055" 4807921 4809753 "+"
"4209" "chorismate mutase" "vnz_22060" 4810583 4810876 "-"
"4210" "glutamine-hydrolyzing GMP synthase" "vnz_22065" 4811205 4812806 "+"
"4211" "class II aldolase/adducin family protein" "vnz_22070" 4812918 4813706 "+"
"4212" "hypothetical protein" "vnz_22075" 4813875 4815116 "+"
"4213" "PspC domain-containing protein" "vnz_22085" 4816076 4817422 "-"
"4214" "ATP-binding protein" "vnz_22090" 4817579 4818847 "+"
"4215" "response regulator transcription factor" "vnz_22095" 4818844 4819554 "+"
"4216" "C40 family peptidase" "vnz_22100" 4819561 4820676 "-"
"4217" "hypothetical protein" "vnz_22105" 4821019 4821372 "+"
"4218" "DNA helicase PcrA" "vnz_22110" 4821484 4823934 "+"
"4219" "M23 family metallopeptidase" "vnz_22115" 4824008 4825675 "-"
"4220" "alpha/beta fold hydrolase" "vnz_22120" 4825899 4826702 "-"
"4221" "cobalamin B12-binding domain-containing protein" "vnz_22125" 4827008 4827415 "+"
"4222" "hypothetical protein" "vnz_22130" 4827484 4829040 "-"
"4223" "SWIM zinc finger family protein" "vnz_22135" 4829391 4830728 "-"
"4224" "hypothetical protein" "vnz_22140" 4830940 4831353 "+"
"4225" "AAA family ATPase" "vnz_22145" 4831548 4832705 "+"
"4226" "hypothetical protein" "vnz_22150" 4832663 4834957 "+"
"4227" "VWA domain-containing protein" "vnz_22155" 4834954 4836141 "+"
"4228" "ADP-forming succinate--CoA ligase subunit beta" "vnz_22160" 4836612 4837790 "+"
"4229" "succinate--CoA ligase subunit alpha" "vnz_22165" 4837810 4838694 "+"
"4230" "helix-turn-helix domain-containing protein" "vnz_22170" 4838792 4840144 "-"
"4231" "hypothetical protein" "vnz_22175" 4840264 4841868 "+"
"4232" "hypothetical protein" "vnz_22180" 4841873 4842646 "-"
"4233" "phosphoribosylglycinamide formyltransferase" "vnz_22185" 4842912 4843541 "+"
"4234" "bifunctionalphosphoribosylaminoimidazolecarboxamideformyltransferase/IMP cyclohydrolase" "vnz_22190" 4843516 4845081 "+"
"4235" "hypothetical protein" "vnz_22195" 4845184 4845471 "-"
"4236" "hypothetical protein" "vnz_22200" 4845468 4846235 "-"
"4237" "DUF2079 domain-containing protein" "vnz_22205" 4846424 4847881 "+"
"4238" "hypothetical protein" "vnz_22210" 4847941 4848537 "-"
"4239" "bifunctional methylenetetrahydrofolatedehydrogenase/methenyltetrahydrofolate cyclohydrolase" "vnz_22215" 4848788 4849648 "+"
"4240" "DUF3017 domain-containing protein" "vnz_22220" 4849650 4850258 "+"
"4241" "DUF2690 domain-containing protein" "vnz_22225" 4850500 4851645 "+"
"4242" "malate dehydrogenase" "vnz_22230" 4851825 4852814 "+"
"4243" "hypothetical protein" "vnz_22235" 4853071 4854717 "+"
"4244" "hypothetical protein" "vnz_22240" 4854782 4855126 "+"
"4245" "isocitrate lyase/phosphoenolpyruvate mutasefamily protein" "vnz_22250" 4856236 4856970 "-"
"4246" "carboxymuconolactone decarboxylase familyprotein" "vnz_22255" 4856967 4857476 "-"
"4247" "PLP-dependent aminotransferase family protein" "vnz_22260" 4857523 4859154 "+"
"4248" "hypothetical protein" "vnz_22270" 4860140 4860433 "+"
"4249" "glutathionylspermidine synthase family protein" "vnz_22275" 4860448 4861632 "+"
"4250" "polysaccharide deacetylase family protein" "vnz_22280" 4861639 4862334 "-"
"4251" "ornithine--oxo-acid transaminase" "vnz_22285" 4862437 4863645 "-"
"4252" "serine hydroxymethyltransferase" "vnz_22290" 4863931 4865202 "+"
"4253" "hypothetical protein" "vnz_22295" 4865249 4866049 "-"
"4254" "RNA polymerase sigma factor" "vnz_22300" 4866042 4866677 "-"
"4255" "tryptophan--tRNA ligase" "vnz_22305" 4866734 4867747 "+"
"4256" "2'-5' RNA ligase family protein" "vnz_22310" 4867908 4868504 "+"
"4257" "decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase" "vnz_22315" 4868602 4869357 "-"
"4258" "FAD-binding oxidoreductase" "vnz_22320" 4869366 4870742 "-"
"4259" "YihY/virulence factor BrkB family protein" "vnz_22325" 4870964 4871932 "+"
"4260" "D-alanyl-D-alanine carboxypeptidase" "vnz_22330" 4871844 4873124 "-"
"4261" "hypothetical protein" "vnz_22335" 4873376 4873957 "-"
"4262" "metallophosphoesterase" "vnz_22345" 4874442 4875668 "+"
"4263" "peptide-binding protein" "vnz_22350" 4875862 4877415 "+"
"4264" "TetR family transcriptional regulator" "vnz_22355" 4877492 4878265 "-"
"4265" "hypothetical protein" "vnz_22365" 4878762 4879196 "-"
"4266" "alpha/beta hydrolase" "vnz_22370" 4879380 4880150 "+"
"4267" "MFS transporter" "vnz_22375" 4880179 4881396 "-"
"4268" "MarR family transcriptional regulator" "vnz_22380" 4881482 4882051 "+"
"4269" "hypothetical protein" "vnz_22385" 4882103 4882630 "-"
"4270" "succinate dehydrogenase iron-sulfur subunit" "vnz_22390" 4882730 4883488 "-"
"4271" "succinate dehydrogenase flavoprotein subunit" "vnz_22395" 4883488 4885242 "-"
"4272" "succinate dehydrogenase hydrophobic membraneanchor subunit" "vnz_22400" 4885268 4885747 "-"
"4273" "succinate dehydrogenase, cytochrome b556subunit" "vnz_22405" 4885756 4886136 "-"
"4274" "2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazolinedecarboxylase" "vnz_22410" 4886329 4886898 "-"
"4275" "family 20 glycosylhydrolase" "vnz_22415" 4887128 4888774 "+"
"4276" "DUF4328 domain-containing protein" "vnz_22420" 4888898 4889536 "+"
"4277" "hypothetical protein" "vnz_22425" 4889603 4890169 "+"
"4278" "hypothetical protein" "vnz_22430" 4890177 4890932 "-"
"4279" "RNA polymerase sigma factor" "vnz_22435" 4891324 4892013 "+"
"4280" "hypothetical protein" "vnz_22440" 4892013 4893149 "+"
"4281" "murein L,D-transpeptidase" "vnz_22445" 4893307 4894206 "-"
"4282" "methylmalonyl-CoA mutase" "vnz_22450" 4894332 4895912 "+"
"4283" "leucine efflux protein LeuE" "vnz_22455" 4895971 4896627 "+"
"4284" "MerR family transcriptional regulator" "vnz_22460" 4896665 4897486 "+"
"4285" "hypothetical protein" "vnz_22465" 4897557 4898900 "-"
"4286" "glycosyltransferase family 2 protein" "vnz_22470" 4898897 4899919 "-"
"4287" "hypothetical protein" "vnz_22475" 4900139 4901458 "+"
"4288" "acylneuraminate cytidylyltransferase" "vnz_22480" 4901458 4902675 "+"
"4289" "N-acetylneuraminate synthase family protein" "vnz_22485" 4902687 4903580 "+"
"4290" "hypothetical protein" "vnz_22490" 4903577 4904752 "+"
"4291" "amidohydrolase" "vnz_22495" 4904869 4906089 "+"
"4292" "BMP family ABC transporter substrate-bindingprotein" "vnz_22500" 4906394 4907452 "+"
"4293" "ABC transporter ATP-binding protein" "vnz_22505" 4907570 4909282 "+"
"4294" "ABC transporter permease" "vnz_22510" 4909279 4910397 "+"
"4295" "ABC transporter permease" "vnz_22515" 4910394 4911656 "+"
"4296" "cytidine deaminase" "vnz_22520" 4911653 4912057 "+"
"4297" "thymidine phosphorylase" "vnz_22525" 4912138 4913415 "+"
"4298" "Uma2 family endonuclease" "vnz_22530" 4913532 4914122 "+"
"4299" "HAD family hydrolase" "vnz_22535" 4914115 4914774 "-"
"4300" "STAS domain-containing protein" "vnz_22540" 4914840 4915118 "+"
"4301" "sigma-70 family RNA polymerase sigma factor" "vnz_22545" 4915115 4916086 "-"
"4302" "L,D-transpeptidase" "vnz_22550" 4916171 4916878 "-"
"4303" "MFS transporter" "vnz_22555" 4916956 4918239 "-"
"4304" "LysR family transcriptional regulator" "vnz_22560" 4918302 4919297 "+"
"4305" "dienelactone hydrolase" "vnz_22565" 4919283 4920059 "-"
"4306" "GNAT family N-acetyltransferase" "vnz_22570" 4920150 4920923 "-"
"4307" "adenosine deaminase" "vnz_22575" 4921029 4922183 "+"
"4308" "hypothetical protein" "vnz_22580" 4922356 4922727 "+"
"4309" "PspC domain-containing protein" "vnz_22585" 4922811 4923011 "-"
"4310" "VanZ family protein" "vnz_22590" 4923102 4923683 "-"
"4311" "hypothetical protein" "vnz_22595" 4923778 4924383 "-"
"4312" "HAMP domain-containing histidine kinase" "vnz_22600" 4924380 4925909 "-"
"4313" "two-component system response regulator AfsQ1" "vnz_22605" 4925906 4926583 "-"
"4314" "SigE family RNA polymerase sigma factor" "vnz_22610" 4926754 4927476 "+"
"4315" "ATP-binding protein" "vnz_22615" 4927637 4928326 "-"
"4316" "hypothetical protein" "vnz_22620" 4928379 4928777 "+"
"4317" "TerD family protein" "vnz_22625" 4928793 4930100 "-"
"4318" "aldehyde dehydrogenase family protein" "vnz_22630" 4930182 4931075 "-"
"4319" "aldehyde dehydrogenase family protein" "vnz_22635" 4931068 4932504 "-"
"4320" "deoxyribose-phosphate aldolase" "vnz_22640" 4932510 4933469 "-"
"4321" "hypothetical protein" "vnz_22645" 4933742 4935013 "+"
"4322" "class F sortase" "vnz_22650" 4935163 4935810 "+"
"4323" "PH domain-containing protein" "vnz_22655" 4935845 4936531 "+"
"4324" "phospho-sugar mutase" "vnz_22660" 4936820 4938472 "-"
"4325" "purine-nucleoside phosphorylase" "vnz_22665" 4938829 4939632 "-"
"4326" "gamma-glutamylcyclotransferase" "vnz_22670" 4939809 4940246 "-"
"4327" "NAD(P)H-quinone dehydrogenase" "vnz_22675" 4940476 4941915 "+"
"4328" "DeoR/GlpR transcriptional regulator" "vnz_22680" 4942163 4943089 "+"
"4329" "TetR/AcrR family transcriptional regulator" "vnz_22685" 4943159 4943704 "-"
"4330" "ATP-grasp domain-containing protein" "vnz_22690" 4943794 4945548 "-"
"4331" "hypothetical protein" "vnz_22695" 4945922 4946368 "+"
"4332" "septum formation inhibitor Maf" "vnz_22700" 4946392 4946997 "-"
"4333" "TetR/AcrR family transcriptional regulator" "vnz_22705" 4947331 4947999 "-"
"4334" "MFS transporter" "vnz_22710" 4948037 4949455 "+"
"4335" "acyl-CoA carboxylase subunit epsilon" "vnz_22715" 4949519 4949731 "-"
"4336" "acyl-CoA carboxylase subunit beta" "vnz_22720" 4949760 4951352 "-"
"4337" "biotin--[acetyl-CoA-carboxylase] ligase" "vnz_22725" 4951487 4952332 "+"
"4338" "adenylate/guanylate cyclase domain-containingprotein" "vnz_22730" 4952670 4953809 "+"
"4339" "enoyl-CoA hydratase/isomerase family protein" "vnz_22735" 4953861 4954676 "+"
"4340" "GGDEF domain-containing protein" "vnz_22740" 4954757 4955905 "+"
"4341" "histidine ammonia-lyase" "vnz_22745" 4956064 4957605 "+"
"4342" "hypothetical protein" "vnz_22750" 4957686 4957952 "-"
"4343" "hypothetical protein" "vnz_22755" 4958063 4958404 "+"
"4344" "L,D-transpeptidase family protein" "vnz_22760" 4958612 4959883 "+"
"4345" "helix-turn-helix domain-containing protein" "vnz_22765" 4959988 4960848 "-"
"4346" "NAD(P)-dependent alcohol dehydrogenase" "vnz_22770" 4961025 4962077 "+"
"4347" "ABC-F family ATP-binding cassettedomain-containing protein" "vnz_22775" 4962196 4963860 "-"
"4348" "hypothetical protein" "vnz_22780" 4964017 4964679 "-"
"4349" "peptide-methionine (S)-S-oxide reductase MsrA" "vnz_22785" 4964705 4965367 "-"
"4350" "hypothetical protein" "vnz_22790" 4965478 4966584 "-"
"4351" "cystathionine gamma-synthase" "vnz_22795" 4966657 4967811 "+"
"4352" "DUF1059 domain-containing protein" "vnz_22800" 4967884 4968075 "-"
"4353" "hypothetical protein" "vnz_22805" 4968132 4968383 "-"
"4354" "RNA polymerase" "vnz_22810" 4968380 4968859 "-"
"4355" "MarR family transcriptional regulator" "vnz_22815" 4968891 4969454 "-"
"4356" "threonine ammonia-lyase" "vnz_22820" 4969601 4970830 "+"
"4357" "daunorubicin resistance protein DrrA family ABCtransporter ATP-binding protein" "vnz_22825" 4970955 4971995 "+"
"4358" "ABC transporter permease" "vnz_22830" 4971992 4972843 "+"
"4359" "protein kinase" "vnz_22835" 4972870 4975167 "-"
"4360" "PQQ-binding-like beta-propeller repeat protein" "vnz_22840" 4975260 4977827 "-"
"4361" "transcription elongation factor GreA" "vnz_22845" 4977949 4978446 "-"
"4362" "DUF4307 domain-containing protein" "vnz_22850" 4978637 4979038 "-"
"4363" "mycothiol conjugate amidase Mca" "vnz_22855" 4979137 4980018 "+"
"4364" "hypothetical protein" "vnz_22860" 4980020 4980256 "+"
"4365" "thioredoxin domain-containing protein" "vnz_22865" 4980374 4982395 "+"
"4366" "hypothetical protein" "vnz_22870" 4982472 4982879 "-"
"4367" "LCP family protein" "vnz_22875" 4982974 4984014 "-"
"4368" "hypothetical protein" "vnz_22880" 4984133 4984339 "+"
"4369" "hypothetical protein" "vnz_22885" 4984409 4984819 "-"
"4370" "hypothetical protein" "vnz_22890" 4985038 4985451 "+"
"4371" "chaplin" "vnz_22895" 4985630 4985863 "+"
"4372" "SidA/IucD/PvdA family monooxygenase" "vnz_22900" 4985932 4987188 "-"
"4373" "hypothetical protein" "vnz_22905" 4987215 4988555 "-"
"4374" "GNAT family N-acetyltransferase" "vnz_22915" 4990379 4991521 "-"
"4375" "hypothetical protein" "vnz_22920" 4991518 4992216 "-"
"4376" "glycosyltransferase" "vnz_22925" 4992230 4993363 "-"
"4377" "polysaccharide deacetylase family protein" "vnz_22930" 4993360 4994163 "-"
"4378" "murein biosynthesis protein MurJ" "vnz_22935" 4994060 4995907 "-"
"4379" "O-antigen ligase family protein" "vnz_22940" 4996062 4997375 "-"
"4380" "sugar transferase" "vnz_22945" 4997378 4998826 "-"
"4381" "glycosyltransferase" "vnz_22950" 4998823 4999956 "-"
"4382" "DUF3344 domain-containing protein" "vnz_22955" 4999961 5001019 "-"
"4383" "chaplin" "vnz_22960" 5001399 5001638 "+"
"4384" "secreted protein" "vnz_22965" 5001915 5002760 "+"
"4385" "hypothetical protein" "vnz_22970" 5003022 5003285 "+"
"4386" "hypothetical protein" "vnz_22980" 5004658 5005146 "+"
"4387" "chaplin" "vnz_22985" 5005446 5005721 "+"
"4388" "tyrosinase family protein" "vnz_22990" 5005802 5006668 "-"
"4389" "tyrosinase co-factor protein" "vnz_22995" 5006652 5007062 "-"
"4390" "hypothetical protein" "vnz_23000" 5007272 5007715 "+"
"4391" "vitamin K epoxide reductase family protein" "vnz_23005" 5007733 5008383 "+"
"4392" "hypothetical protein" "vnz_23010" 5008385 5009407 "+"
"4393" "hemolysin III family protein" "vnz_23015" 5009430 5010131 "-"
"4394" "phosphoenolpyruvate carboxykinase (GTP)" "vnz_23020" 5010328 5012151 "+"
"4395" "hypothetical protein" "vnz_23025" 5012278 5012868 "-"
"4396" "VWA domain-containing protein" "vnz_23030" 5012855 5014462 "-"
"4397" "toxic anion resistance protein" "vnz_23035" 5014459 5015706 "-"
"4398" "hypothetical protein" "vnz_23040" 5015703 5016830 "-"
"4399" "hypothetical protein" "vnz_23045" 5017022 5017423 "-"
"4400" "pyridoxal phosphate-dependent aminotransferase" "vnz_23050" 5017501 5018712 "-"
"4401" "polyprenol phosphomannose-dependent alpha 1,6mannosyltransferase MptB" "vnz_23055" 5018857 5020284 "+"
"4402" "D-aminoacylase" "vnz_23060" 5020264 5021841 "-"
"4403" "amino acid deaminase" "vnz_23065" 5021854 5023119 "-"
"4404" "sugar kinase" "vnz_23070" 5023118 5024278 "+"
"4405" "IclR family transcriptional regulator" "vnz_23075" 5024275 5025042 "+"
"4406" "RidA family protein" "vnz_23080" 5025039 5025449 "+"
"4407" "sugar transporter" "vnz_23085" 5025592 5027034 "+"
"4408" "zinc carboxypeptidase" "vnz_23090" 5027110 5028462 "-"
"4409" "serine/threonine protein kinase" "vnz_23095" 5028529 5029962 "+"
"4410" "carbohydrate binding domain-containing protein" "vnz_23100" 5030018 5031739 "-"
"4411" "Flp pilus assembly protein CpaB" "vnz_23110" 5033284 5033991 "+"
"4412" "AAA family ATPase" "vnz_23115" 5033999 5035267 "+"
"4413" "pilus assembly protein" "vnz_23120" 5035271 5035642 "+"
"4414" "pilus assembly protein" "vnz_23125" 5035639 5036193 "+"
"4415" "CpaF family protein" "vnz_23130" 5036190 5037533 "+"
"4416" "type II secretion system F family protein" "vnz_23135" 5037533 5038477 "+"
"4417" "type II secretion system F family protein" "vnz_23140" 5038493 5039380 "+"
"4418" "membrane protein" "vnz_23145" 5039685 5039882 "+"
"4419" "secreted protein" "vnz_23150" 5039888 5040544 "+"
"4420" "hypothetical protein" "vnz_23155" 5040557 5041129 "+"
"4421" "OmpA family protein" "vnz_23160" 5041139 5041756 "+"
"4422" "hypothetical protein" "vnz_23165" 5041787 5042371 "+"
"4423" "hypothetical protein" "vnz_23170" 5042398 5043324 "-"
"4424" "hypothetical protein" "vnz_23175" 5043447 5043833 "+"
"4425" "membrane protein" "vnz_23180" 5043845 5044963 "+"
"4426" "DUF192 domain-containing protein" "vnz_23185" 5044935 5045336 "-"
"4427" "prepilin peptidase" "vnz_23190" 5045377 5046111 "+"
"4428" "L-glyceraldehyde 3-phosphate reductase" "vnz_23195" 5046512 5047549 "-"
"4429" "isoprenyl transferase" "vnz_23200" 5047675 5048436 "+"
"4430" "PhoH family protein" "vnz_23205" 5048743 5050068 "+"
"4431" "transglycosylase SLT domain-containing protein" "vnz_23210" 5050447 5051151 "+"
"4432" "AI-2E family transporter" "vnz_23215" 5051280 5052722 "+"
"4433" "hypothetical protein" "vnz_23220" 5052719 5053402 "+"
"4434" "alkyl hydroperoxide reductase" "vnz_23225" 5053483 5054022 "-"
"4435" "peroxiredoxin" "vnz_23230" 5054029 5054583 "-"
"4436" "LysR family transcriptional regulator" "vnz_23235" 5054717 5055670 "+"
"4437" "ABC transporter permease" "vnz_23240" 5055744 5058116 "-"
"4438" "ABC transporter ATP-binding protein" "vnz_23245" 5058113 5058796 "-"
"4439" "PadR family transcriptional regulator" "vnz_23250" 5058793 5059317 "-"
"4440" "penicillin-binding protein" "vnz_23255" 5059601 5061805 "+"
"4441" "serine/threonine-protein phosphatase" "vnz_23260" 5061904 5063892 "-"
"4442" "DUF402 domain-containing protein" "vnz_23265" 5064205 5064870 "-"
"4443" "class II fumarate hydratase" "vnz_23270" 5064943 5066352 "-"
"4444" "ricin-type beta-trefoil lectin domain protein" "vnz_23275" 5066459 5068003 "+"
"4445" "hypothetical protein" "vnz_23285" 5069000 5069497 "+"
"4446" "hydrolase" "vnz_23290" 5069526 5070167 "-"
"4447" "fumarate hydratase" "vnz_23295" 5070331 5072001 "-"
"4448" "DUF1707 and DUF2154 domain-containing protein" "vnz_23300" 5072194 5072913 "+"
"4449" "WhiB family transcriptional regulator" "vnz_23305" 5073109 5073480 "+"
"4450" "class II fructose-bisphosphatase" "vnz_23310" 5073645 5074679 "-"
"4451" "DUF4245 family protein" "vnz_23315" 5074797 5075330 "+"
"4452" "malonic semialdehyde reductase" "vnz_23320" 5075459 5076049 "-"
"4453" "exodeoxyribonuclease VII small subunit" "vnz_23325" 5076195 5076416 "-"
"4454" "exodeoxyribonuclease VII large subunit" "vnz_23330" 5076539 5077756 "-"
"4455" "APC family permease" "vnz_23335" 5077875 5079245 "-"
"4456" "4-hydroxy-3-methylbut-2-enyl diphosphatereductase" "vnz_23340" 5079300 5080364 "+"
"4457" "ROK family protein" "vnz_23345" 5080395 5081138 "+"
"4458" "redox-regulated ATPase YchF" "vnz_23355" 5082162 5083250 "+"
"4459" "hypothetical protein" "vnz_23365" 5084081 5084620 "+"
"4461" "restriction endonuclease" "vnz_23380" 5086318 5087256 "-"
"4462" "HEAT repeat domain-containing protein" "vnz_23390" 5088115 5088846 "-"
"4463" "hypothetical protein" "vnz_23395" 5088843 5089223 "-"
"4464" "hypothetical protein" "vnz_23400" 5089379 5090038 "-"
"4465" "cupin domain-containing protein" "vnz_23405" 5090148 5090639 "+"
"4466" "DIP1984 family protein" "vnz_23410" 5090739 5091209 "+"
"4467" "winged helix-turn-helix domain-containingprotein" "vnz_23415" 5091502 5094171 "+"
"4468" "DUF4232 domain-containing protein" "vnz_23420" 5094277 5095062 "+"
"4469" "hypothetical protein" "vnz_23425" 5095186 5095812 "-"
"4470" "pyridoxal-phosphate dependent enzyme" "vnz_23430" 5095947 5097083 "-"
"4471" "S8 family peptidase" "vnz_23435" 5097262 5098833 "+"
"4472" "DUF4190 domain-containing protein" "vnz_23440" 5099083 5100261 "+"
