"logFC","FDR","gene","add_variable","start","end","width","strand"
1.517,0.002052,"SCO1238","solid culture",1311216,1311851,636,"+"
1.5166,0.001041,"SCO4799","solid culture",5223103,5224098,996,"-"
1.5147,0.012708,"SCO5342","solid culture",5813452,5813643,192,"+"
1.5126,8.2e-05,"SCO5996","solid culture",6568779,6571592,2814,"+"
1.5108,0.00034,"SCO1163","solid culture",1223235,1224134,900,"-"
1.5045,3e-06,"SCO6469","solid culture",7157133,7158338,1206,"-"
1.4991,1.5e-05,"SCO2919","solid culture",3168848,3169192,345,"-"
1.499,9.3e-05,"SCO3206","solid culture",3513616,3515160,1545,"-"
1.4972,0.00037,"SCO7098","solid culture",7888577,7889113,537,"-"
1.4937,2e-05,"SCO1571","solid culture",1681979,1682566,588,"+"
1.4923,0.000163,"SCO7269","solid culture",8078532,8079047,516,"-"
1.4917,1.9e-05,"SCO5538","solid culture",6034328,6034900,573,"-"
1.4917,0.000228,"SCO0388","solid culture",407253,409214,1962,"+"
1.4878,8.3e-05,"SCO0703","solid culture",743575,743802,228,"+"
1.4863,0.000174,"SCO1532","solid culture",1639131,1640408,1278,"-"
1.4847,4.3e-05,"SCO3862","solid culture",4247800,4248081,282,"-"
1.4838,0.002314,"SCO1905","solid culture",2038879,2040480,1602,"-"
1.4832,0.000167,"SCO5207","solid culture",5667547,5667984,438,"-"
1.4826,0.000977,"SCO7740","solid culture",8575438,8575674,237,"-"
1.4779,0.000294,"SCO3473","solid culture",3834055,3834702,648,"-"
1.4778,8.4e-05,"SCO5073","solid culture",5515243,5516232,990,"+"
1.4777,0.000309,"SCO1381","solid culture",1459887,1460573,687,"-"
1.4713,0.000246,"SCO6417","solid culture",7085067,7086635,1569,"+"
1.4675,4.1e-05,"SCO2494","solid culture",2684904,2687633,2730,"-"
1.4634,8.2e-05,"SCO0121","solid culture",99335,99949,615,"-"
1.4631,0.000118,"SCO2521","solid culture",2718235,2719215,981,"-"
1.4581,0.000459,"SCO0732","solid culture",774765,776129,1365,"+"
1.4546,0.000246,"SCO0465","solid culture",486684,487514,831,"-"
1.4533,0.000509,"SCO1090","solid culture",1149998,1150681,684,"+"
1.4525,0.000147,"SCO5759","solid culture",6294821,6295306,486,"+"
1.4506,1.8e-05,"SCO1452","solid culture",1549307,1550002,696,"+"
1.4468,0.000789,"SCO5080","solid culture",5521738,5522883,1146,"+"
1.4468,0.000328,"SCO5088","solid culture",5531201,5532424,1224,"+"
1.4465,0.002237,"SCO6516","solid culture",7205826,7206224,399,"-"
1.444,5.5e-05,"SCO6171","solid culture",6774677,6775267,591,"+"
1.4393,0.000518,"SCO5556","solid culture",6054696,6055352,657,"+"
1.4382,0.000719,"SCO7074","solid culture",7863191,7863367,177,"+"
1.4381,6.9e-05,"SCO5693","solid culture",6201820,6203796,1977,"+"
1.438,3.7e-05,"SCO4983","solid culture",5421206,5421628,423,"-"
1.4379,0.000129,"SCO5877","solid culture",6432566,6433618,1053,"+"
1.4363,0.000659,"SCO6980","solid culture",7747976,7749055,1080,"+"
1.4358,0.000706,"SCO1574","solid culture",1684919,1685587,669,"+"
1.4309,0.000323,"SCO6828","solid culture",7599249,7600730,1482,"+"
1.427,0.001704,"SCO4131","solid culture",4545338,4545646,309,"-"
1.4253,0.000215,"SCO1321","solid culture",1396238,1397416,1179,"-"
1.4227,3.9e-05,"SCO2067","solid culture",2217614,2218414,801,"+"
1.4219,2.8e-05,"SCO0764","solid culture",808206,809813,1608,"-"
1.4186,0.0209,"SCO1415","solid culture",1510276,1510470,195,"+"
1.4183,0.002492,"SCO3474","solid culture",3834741,3835742,1002,"-"
1.4177,9.7e-05,"SCO6128","solid culture",6730693,6730926,234,"-"
1.416,3e-06,"SCO4265","solid culture",4680295,4681806,1512,"-"
1.4154,0.002589,"SCO2530","solid culture",2728656,2728922,267,"+"
1.4153,0.000496,"SCO5014","solid culture",5450207,5450785,579,"+"
1.4135,0.000426,"SCO2704","solid culture",2946094,2946828,735,"-"
1.4129,0.000393,"SCO6796","solid culture",7557869,7558249,381,"+"
1.4082,0.000862,"SCO5555","solid culture",6054328,6054558,231,"+"
1.4076,1e-06,"SCO4441","solid culture",4863620,4864507,888,"+"
1.405,6e-06,"SCO1376","solid culture",1453090,1454160,1071,"+"
1.4048,0.002383,"SCO7765","solid culture",8595004,8595444,441,"+"
1.4009,0.0012,"SCO6572","solid culture",7275867,7279583,3717,"+"
1.3992,0.000456,"SCO2512","solid culture",2709164,2709370,207,"-"
1.3991,0.000269,"SCO0752","solid culture",794689,796002,1314,"-"
1.3987,0.001102,"SCO5537","solid culture",6033766,6034290,525,"-"
1.3976,0.00011,"SCO3578","solid culture",3955971,3957416,1446,"+"
1.3975,6.6e-05,"SCO3786","solid culture",4162785,4163303,519,"+"
1.3951,0.000625,"SCO6195","solid culture",6804196,6805872,1677,"+"
1.395,1.6e-05,"SCO5545","solid culture",6045182,6045358,177,"+"
1.3946,0.003303,"SCO7147","solid culture",7941649,7942416,768,"+"
1.3935,3.9e-05,"SCO6520","solid culture",7210082,7210882,801,"+"
1.3921,9.3e-05,"SCO4091","solid culture",4485363,4485569,207,"+"
1.3913,9.4e-05,"SCO3663","solid culture",4043667,4043858,192,"-"
1.3906,0.000104,"SCO1050","solid culture",1106404,1107006,603,"+"
1.3896,0.000108,"SCO2102","solid culture",2259944,2260936,993,"-"
1.3895,0.000355,"SCO7246","solid culture",8056020,8056262,243,"+"
1.3856,0.000395,"SCO6196","solid culture",6805869,6807494,1626,"+"
1.3854,0.000966,"SCO2705","solid culture",2947104,2947370,267,"-"
1.383,3.9e-05,"SCO2381","solid culture",2550901,2551737,837,"+"
1.3818,0.000455,"SCO0412","solid culture",431551,431934,384,"+"
1.3757,0.001263,"SCO4688","solid culture",5116372,5116728,357,"-"
1.3731,0.001873,"SCO4088","solid culture",4482078,4482332,255,"-"
1.3729,5.8e-05,"SCO3478","solid culture",3838999,3840033,1035,"-"
1.3706,0.000146,"SCO2114","solid culture",2271664,2271915,252,"-"
1.368,0.000296,"SCO6240","solid culture",6863358,6864092,735,"-"
1.3657,0.001854,"SCO0882","solid culture",928670,929017,348,"+"
1.3616,1.6e-05,"SCO2978","solid culture",3242925,3244322,1398,"+"
1.3608,0.002041,"SCO2924","solid culture",3175140,3175568,429,"+"
1.3605,0.000105,"SCO5209","solid culture",5669080,5669691,612,"+"
1.3578,0.000368,"SCO5160","solid culture",5607430,5608080,651,"+"
1.3571,0.009188,"SCO7657","solid culture",8483781,8485538,1758,"+"
1.3542,0.000853,"SCO4056","solid culture",4449241,4449432,192,"+"
1.3537,0.003003,"SCO4002","solid culture",4396912,4397238,327,"+"
1.3534,0.000438,"SCO6647","solid culture",7383632,7384426,795,"-"
1.3518,0.00392,"SCO4679","solid culture",5109769,5109960,192,"+"
1.3512,0.000226,"SCO7127","solid culture",7919133,7919627,495,"-"
1.3509,0.00507,"SCO5187","solid culture",5644429,5644671,243,"-"
1.3498,0.000118,"SCO6637","solid culture",7369817,7370869,1053,"-"
1.349,0.000533,"SCO2265","solid culture",2434607,2434885,279,"-"
1.347,0.006351,"SCO0587","solid culture",628600,629058,459,"-"
1.3455,0.000149,"SCO4682","solid culture",5111657,5111866,210,"+"
1.3435,9.5e-05,"SCO1347","solid culture",1423379,1424143,765,"+"
1.3406,0.004577,"SCO5983","solid culture",6558619,6560310,1692,"-"
1.3392,0.016355,"SCO5642","solid culture",6140819,6141583,765,"-"
1.3375,0.000114,"SCO6204","solid culture",6818863,6820326,1464,"-"
1.3357,0.003169,"SCO7471","solid culture",8284297,8285283,987,"+"
1.3341,2.1e-05,"SCO0650","solid culture",691320,691832,513,"+"
1.3327,5.4e-05,"SCO3715","solid culture",4090396,4091067,672,"-"
1.3323,0.004759,"SCO1276","solid culture",1346693,1347289,597,"+"
1.3308,0.004103,"SCO6390","solid culture",7056189,7057292,1104,"+"
1.3306,0.000659,"SCO7227","solid culture",8031982,8033013,1032,"+"
1.3306,0.001274,"SCO3705","solid culture",4082028,4082879,852,"+"
1.3292,0.001585,"SCO0315","solid culture",313697,315055,1359,"-"
1.3291,1.9e-05,"SCO3799","solid culture",4179065,4179535,471,"-"
1.3251,0.000778,"SCO2903","solid culture",3155939,3156343,405,"-"
1.3227,0.000877,"SCO5318","solid culture",5788216,5789487,1272,"-"
1.3213,8.7e-05,"SCO2312","solid culture",2483562,2484278,717,"+"
1.3205,7.4e-05,"SCO1993","solid culture",2129838,2130524,687,"-"
1.3186,0.000866,"SCO5309","solid culture",5781254,5782351,1098,"+"
1.3152,0.000818,"SCO7273","solid culture",8081893,8082303,411,"+"
1.3138,8.3e-05,"SCO4034","solid culture",4430684,4431640,957,"-"
1.311,0.015511,"SCO1795","solid culture",1924446,1924952,507,"+"
1.311,5.5e-05,"SCO2220","solid culture",2383230,2385161,1932,"+"
1.3103,0.000256,"SCO1277","solid culture",1347343,1348086,744,"+"
1.3078,0.003097,"SCO7784","solid culture",8610851,8611627,777,"+"
1.3074,0.002133,"SCO2779","solid culture",3032065,3033225,1161,"+"
1.3064,0.005101,"SCO2826","solid culture",3086692,3087165,474,"+"
1.3054,5.8e-05,"SCO1249","solid culture",1320980,1321207,228,"-"
1.304,0.000128,"SCO6351","solid culture",7012868,7013566,699,"+"
1.3017,0.000383,"SCO5107","solid culture",5548604,5550565,1962,"-"
1.3004,0.001889,"SCO4632","solid culture",5055828,5058728,2901,"+"
1.2934,0.000493,"SCO5385","solid culture",5853124,5853972,849,"+"
1.2927,0.000287,"SCO6570","solid culture",7273272,7274564,1293,"+"
1.2922,0.000364,"SCO6033","solid culture",6623033,6624127,1095,"+"
1.2849,0.000366,"SCO7332","solid culture",8143094,8145319,2226,"-"
1.2838,0.029936,"SCO1749","solid culture",1869279,1869719,441,"+"
1.2834,2e-06,"SCO7338","solid culture",8151576,8153723,2148,"+"
1.2818,0.003284,"SCO0081","solid culture",68914,69647,734,"-"
1.2793,8.3e-05,"SCO5077","solid culture",5519497,5519892,396,"+"
1.2775,0.000486,"SCO2589","solid culture",2797141,2799372,2232,"+"
1.2773,2.6e-05,"SCO1010","solid culture",1064858,1066294,1437,"+"
1.2765,0.033978,"SCO2867","solid culture",3123679,3123906,228,"+"
1.276,0.004768,"SCO1735","solid culture",1853026,1853898,873,"-"
1.275,0.000436,"SCO3480","solid culture",3843523,3844608,1086,"-"
1.2744,0.000656,"SCO1166","solid culture",1225651,1225983,333,"-"
1.2743,0.000295,"SCO1100","solid culture",1158218,1158796,579,"+"
1.272,0.000525,"SCO5629","solid culture",6128360,6131020,2661,"-"
1.2717,0.000257,"SCO4678","solid culture",5108924,5109772,849,"+"
1.27,0.00013,"SCO7228","solid culture",8033017,8034681,1665,"-"
1.2645,8.7e-05,"SCO7043","solid culture",7835383,7835715,333,"+"
1.2637,0.00098,"SCO3476","solid culture",3837216,3837971,756,"-"
1.2626,5e-05,"SCO2921","solid culture",3172118,3172417,300,"+"
1.2596,0.000356,"SCO7150","solid culture",7943578,7944414,837,"-"
1.258,0.007346,"SCO4347","solid culture",4761245,4761673,429,"-"
1.2553,0.013273,"SCO1192","solid culture",1264780,1265148,369,"+"
1.2543,3e-05,"SCO1646","solid culture",1759899,1760117,219,"-"
1.2543,0.000656,"SCO1479","solid culture",1580881,1581474,594,"-"
1.2542,0.00113,"SCO3662","solid culture",4043330,4043665,336,"-"
1.2528,0.001041,"SCO6744","solid culture",7501897,7502100,204,"+"
1.2523,6e-05,"SCO6155","solid culture",6756908,6758650,1743,"+"
1.2523,0.000137,"SCO3479","solid culture",3840395,3843382,2988,"-"
1.2517,0.000757,"SCO7450","solid culture",8265291,8265896,606,"+"
1.2471,0.000532,"SCO2461","solid culture",2647411,2647737,327,"+"
1.2464,0.003243,"SCO6949","solid culture",7712805,7713266,462,"-"
1.2448,0.00041,"SCO2365","solid culture",2534532,2535269,738,"-"
1.2447,0.000463,"SCO3620","solid culture",3998255,3999019,765,"+"
1.2446,0.000119,"SCO4409","solid culture",4827365,4827958,594,"-"
1.2439,0.000249,"SCO4538","solid culture",4956301,4956636,336,"-"
1.2436,0.001559,"SCO1892","solid culture",2026325,2027572,1248,"+"
1.2378,0.000555,"SCO4055","solid culture",4447967,4449100,1134,"-"
1.2372,0.002486,"SCO2457","solid culture",2644511,2644906,396,"-"
1.2359,0.001407,"SCO6416","solid culture",7083950,7084972,1023,"+"
1.2355,2.9e-05,"SCO0560","solid culture",601133,603355,2223,"-"
1.2337,0.003124,"SCO2207","solid culture",2371976,2372671,696,"+"
1.2335,3.7e-05,"SCO2290","solid culture",2460057,2460398,342,"+"
1.2322,0.023819,"SCO5083","solid culture",5524073,5525809,1737,"+"
1.2316,0.000471,"SCO2963","solid culture",3222520,3224004,1485,"-"
1.2315,0.000276,"SCO5286","solid culture",5759307,5760134,828,"-"
1.2292,0.000104,"SCO5801","solid culture",6342563,6343258,696,"+"
1.2288,0.000124,"SCO7263","solid culture",8073282,8074172,891,"+"
1.2259,0.000244,"SCO1023","solid culture",1078574,1079182,609,"+"
1.2249,0.00079,"SCO2582","solid culture",2787290,2788498,1209,"+"
1.2235,0.000148,"SCO3224","solid culture",3535855,3536808,954,"-"
1.2228,0.003031,"SCO4571","solid culture",4990081,4990938,858,"+"
1.2211,0.006736,"SCO4902","solid culture",5335877,5336245,369,"+"
1.2206,0.001199,"SCO2524","solid culture",2721099,2722943,1845,"-"
1.2199,0.041682,"SCO6000","solid culture",6578236,6578481,246,"+"
1.2197,0.000158,"SCO5447","solid culture",5927688,5929742,2055,"-"
1.2173,0.004213,"SCO2923","solid culture",3173314,3173988,675,"-"
1.2126,9e-06,"SCO0561","solid culture",603385,603840,456,"-"
1.21,2.1e-05,"SCO3543","solid culture",3915027,3917885,2859,"-"
1.2075,0.000854,"SCO6414","solid culture",7081657,7082499,843,"+"
1.2073,0.00013,"SCO7674","solid culture",8498017,8498415,399,"+"
1.2071,0.000288,"SCO2253","solid culture",2419629,2420483,855,"-"
1.2048,0.00021,"SCO4982","solid culture",5420938,5421120,183,"+"
1.2036,0.000852,"SCO3950","solid culture",4350063,4350980,918,"-"
1.2019,8.9e-05,"SCO4978","solid culture",5415297,5416001,705,"-"
1.2013,0.001418,"SCO2519","solid culture",2714777,2716855,2079,"-"
1.1993,0.000588,"SCO7291","solid culture",8095690,8097306,1617,"-"
1.1992,0.000147,"SCO2832","solid culture",3090880,3091737,858,"+"
1.1981,0.001093,"SCO7575","solid culture",8398566,8399423,858,"-"
1.1972,0.005333,"SCO5072","solid culture",5514323,5515246,924,"+"
1.1945,0.000181,"SCO6208","solid culture",6822714,6823082,369,"+"
1.1926,0.001849,"SCO2979","solid culture",3244399,3245682,1284,"+"
1.1923,0.001663,"SCO6848","solid culture",7621003,7621461,459,"-"
1.1917,0.000823,"SCO7579","solid culture",8402873,8403748,876,"+"
1.1915,0.003133,"SCO5157","solid culture",5603731,5604846,1116,"-"
1.1913,1.6e-05,"SCO1529","solid culture",1634572,1636227,1656,"+"
1.1907,0.000285,"SCO2526","solid culture",2724049,2724603,555,"+"
1.1903,0.000615,"SCO1178","solid culture",1242334,1242783,450,"-"
1.1886,0.000391,"SCO4118","solid culture",4523502,4524395,894,"-"
1.1873,9.9e-05,"SCO5710","solid culture",6221737,6225837,4101,"+"
1.1855,0.001169,"SCO0305","solid culture",299213,302092,2880,"+"
1.1853,0.000147,"SCO2531","solid culture",2728980,2730326,1347,"+"
1.1846,0.000455,"SCO4965","solid culture",5400027,5400524,498,"-"
1.1842,0.002401,"SCO0733","solid culture",776203,776388,186,"-"
1.1834,0.005027,"SCO5092","solid culture",5534558,5535091,534,"+"
1.183,3e-05,"SCO6476","solid culture",7166743,7167336,594,"+"
1.1829,0.001082,"SCO0651","solid culture",691829,692614,786,"+"
1.1815,8.5e-05,"SCO1600","solid culture",1711121,1711774,654,"-"
1.1806,0.026776,"SCO4903","solid culture",5336333,5336536,204,"-"
1.1779,0.000118,"SCO4241","solid culture",4646671,4648308,1638,"-"
1.1767,0.000624,"SCO2078","solid culture",2231834,2232118,285,"-"
1.176,0.006295,"SCO0197","solid culture",187019,187459,441,"-"
1.1749,0.000105,"SCO1836","solid culture",1964896,1965378,483,"-"
1.1747,0.000325,"SCO3486","solid culture",3850388,3851866,1479,"+"
1.174,0.31299,"SCO5987","solid culture",6562884,6563093,210,"-"
1.1729,6e-06,"SCO2586","solid culture",2791720,2792250,531,"-"
1.1725,0.000891,"SCO2235","solid culture",2405942,2406205,264,"+"
1.172,3e-04,"SCO6026","solid culture",6613171,6615300,2130,"-"
1.1711,5.6e-05,"SCO3032","solid culture",3315241,3316761,1521,"-"
1.1701,0.001374,"SCO5754","solid culture",6292411,6292956,546,"+"
1.1697,0.007717,"SCO4324","solid culture",4736987,4737265,279,"-"
1.1673,0.000347,"SCO4053","solid culture",4445276,4447045,1770,"+"
1.1673,0.001236,"SCO6914","solid culture",7678455,7678745,291,"+"
1.1652,0.003727,"SCO0379","solid culture",393498,394961,1464,"+"
1.1642,0.002201,"SCO7028","solid culture",7813971,7815275,1305,"+"
1.1628,0.002865,"SCO0481","solid culture",501699,502217,519,"+"
1.1619,0.002812,"SCO0792","solid culture",838977,840008,1032,"+"
1.1593,0.005721,"SCO2221","solid culture",2385265,2386155,891,"+"
1.1582,0.00056,"SCO2962","solid culture",3220316,3222520,2205,"-"
1.157,4.6e-05,"SCO1636","solid culture",1750078,1751160,1083,"-"
1.1564,0.005515,"SCO4701","solid culture",5127609,5127917,309,"+"
1.153,0.00021,"SCO5269","solid culture",5727722,5729959,2238,"+"
1.1529,0.000234,"SCO1373","solid culture",1449695,1451212,1518,"-"
1.1489,0.000758,"SCO1084","solid culture",1144442,1144822,381,"-"
1.1469,0.036671,"SCO2774","solid culture",3025503,3026660,1158,"-"
1.1463,1e-04,"SCO1556","solid culture",1668247,1668945,699,"-"
1.1457,0.004064,"SCO5206","solid culture",5666944,5667360,417,"-"
1.145,4.4e-05,"SCO6717","solid culture",7470692,7471678,987,"-"
1.1448,0.000367,"SCO2131","solid culture",2290703,2292499,1797,"+"
1.1447,0.00062,"SCO2010","solid culture",2151573,2153399,1827,"+"
1.1434,0.000952,"SCO6580","solid culture",7287325,7288539,1215,"+"
1.1427,0.004386,"SCO4189","solid culture",4598300,4598488,189,"-"
1.141,0.001078,"SCO0652","solid culture",692619,692897,279,"+"
1.1405,0.002491,"SCO7255","solid culture",8066404,8067498,1095,"-"
1.14,0.000373,"SCO6631","solid culture",7358814,7359689,876,"+"
1.14,0.000783,"SCO7633","solid culture",8460911,8461840,930,"-"
1.1394,4e-06,"SCO1656","solid culture",1771994,1772695,702,"-"
1.1372,4e-06,"SCO5540","solid culture",6035419,6038754,3336,"-"
1.1345,9.4e-05,"SCO4900","solid culture",5333649,5334410,762,"-"
1.1344,0.005456,"SCO0654","solid culture",693442,694416,975,"+"
1.1329,0.000158,"SCO6762","solid culture",7518030,7519466,1437,"+"
1.1308,0.000595,"SCO4798","solid culture",5221209,5222906,1698,"-"
1.1303,4.5e-05,"SCO5756","solid culture",6293651,6294121,471,"+"
1.13,0.000191,"SCO6415","solid culture",7082535,7083938,1404,"+"
1.1263,0.004242,"SCO3538","solid culture",3906058,3906801,744,"-"
1.1262,0.000121,"SCO6638","solid culture",7370866,7372683,1818,"-"
1.126,0.000187,"SCO5897","solid culture",6462296,6463483,1188,"+"
1.1253,0.000805,"SCO3706","solid culture",4082876,4084000,1125,"+"
1.1231,0.011843,"SCO7781","solid culture",8608584,8608864,281,"+"
1.123,3.2e-05,"SCO5047","solid culture",5487077,5488108,1032,"-"
1.1224,0.026238,"SCO3445","solid culture",3808168,3808335,168,"-"
1.1218,0.000685,"SCO2583","solid culture",2788512,2789582,1071,"-"
1.1208,0.000724,"SCO7240","solid culture",8047425,8049662,2238,"+"
1.1208,0.022232,"SCO3424","solid culture",3788692,3788943,252,"-"
1.1203,4.7e-05,"SCO1422","solid culture",1517861,1518445,585,"-"
1.1194,0.014129,"SCO3800","solid culture",4179684,4181510,1827,"+"
1.1157,0.009001,"SCO4227","solid culture",4631977,4632216,240,"-"
1.113,0.001859,"SCO5862","solid culture",6419308,6419961,654,"+"
1.1121,5e-06,"SCO6709","solid culture",7460584,7461609,1026,"+"
1.1099,4.6e-05,"SCO2006","solid culture",2147859,2148404,546,"+"
1.1093,0.000157,"SCO7329","solid culture",8139603,8141513,1911,"-"
1.1092,0.004262,"SCO0631","solid culture",673451,673633,183,"-"
1.1073,0.010941,"SCO5018","solid culture",5453774,5453983,210,"+"
1.1066,0.00343,"SCO5427","solid culture",5898979,5899692,714,"-"
1.106,0.00072,"SCO7108","solid culture",7897518,7898264,747,"-"
1.1037,0.000185,"SCO6654","solid culture",7389679,7390500,822,"-"
1.101,0.004287,"SCO4781","solid culture",5201210,5203018,1809,"+"
1.1005,0.000162,"SCO7776","solid culture",8604333,8604653,321,"+"
1.1003,0.001454,"SCO5755","solid culture",6293066,6293446,381,"+"
1.0999,0.000244,"SCO4576","solid culture",4996565,4997164,600,"-"
1.0971,0.004531,"SCO0873","solid culture",919901,920182,282,"-"
1.0954,0.000899,"SCO0987","solid culture",1041692,1043245,1554,"+"
1.0952,0.000211,"SCO4884","solid culture",5317104,5318147,1044,"+"
1.094,0.00187,"SCO7194","solid culture",7997836,7998651,816,"+"
1.0931,0.002787,"SCO1082","solid culture",1142777,1143565,789,"-"
1.0924,0.004334,"SCO4570","solid culture",4989449,4990084,636,"+"
1.0922,0.003119,"SCO3603","solid culture",3979806,3981350,1545,"-"
1.0915,0.002057,"SCO2765","solid culture",3015897,3016268,372,"+"
1.0915,0.000179,"SCO2977","solid culture",3241532,3242731,1200,"+"
1.0909,0.000697,"SCO6092","solid culture",6692660,6693208,549,"+"
1.0906,0.009553,"SCO7805","solid culture",8625511,8625846,336,"+"
1.0885,0.002167,"SCO1085","solid culture",1145088,1145816,729,"+"
1.0866,9.6e-05,"SCO6409","solid culture",7076437,7077213,777,"-"
1.0864,0.001394,"SCO0257","solid culture",246868,247869,1002,"+"
1.0861,0.002658,"SCO5399","solid culture",5870613,5871818,1206,"+"
1.0838,0.001468,"SCO1264","solid culture",1334793,1335743,951,"+"
1.0832,0.002017,"SCO2240","solid culture",2409463,2410131,669,"-"
1.083,0.000111,"SCO0378","solid culture",392484,393218,735,"-"
1.083,2e-04,"SCO5091","solid culture",5533653,5534546,894,"+"
1.0824,0.051596,"SCO5639","solid culture",6138765,6139295,531,"-"
1.082,0.002075,"SCO2624","solid culture",2850510,2851697,1188,"-"
