"gene","logFC","FDR","add_variable","start","end","width","strand"
"SCO0467",3.445390045,1.4e-103,"WT45h",488614,489357,744,"+"
"SCO0468",1.974048222,1.26e-42,"WT45h",489373,490350,978,"-"
"SCO0469",0.614889144,0.008359569,"WT45h",490451,490972,522,"+"
"SCO0470",0.762304432,0.016134901,"WT45h",490983,491891,909,"+"
"SCO0471",1.560725376,3.28e-07,"WT45h",491901,492881,981,"+"
"SCO0472",5.273914861,1.05e-38,"WT45h",493055,494263,1209,"-"
"SCO0473",5.81443303,1.4e-16,"WT45h",494260,495249,990,"-"
"SCO0474",7.038637312,7.48e-21,"WT45h",495246,496493,1248,"-"
"SCO0475",5.183528251,2.51e-11,"WT45h",496508,497359,852,"-"
"SCO0476",4.864982143,1.1e-26,"WT45h",497375,498133,759,"+"
"SCO0477",4.12500781,1.89e-162,"WT45h",498238,498630,393,"+"
"SCO0478",3.906177441,1.73e-141,"WT45h",498683,499807,1125,"-"
"SCO0479",0.02833421,0.912680488,"WT45h",499952,500776,825,"-"
"SCO0480",1.662624373,0.056564808,"WT45h",500780,501412,633,"+"
"SCO0481",2.71521968,3.19e-10,"WT45h",501699,502217,519,"+"
"SCO0482",0.453693568,0.159523957,"WT45h",502342,503076,735,"+"
"SCO0483",0.108704362,0.735553056,"WT45h",503073,503474,402,"-"
"SCO0484",1.025019913,0.001608889,"WT45h",503539,504705,1167,"-"
"SCO0485",0.40998144,0.058458158,"WT45h",504854,505465,612,"+"
"SCO0486",-0.200955922,0.521212271,"WT45h",505447,506670,1224,"-"
"SCO0487",0.148767863,0.393316296,"WT45h",506842,507348,507,"+"
"SCO0488",1.90451296,9.47e-32,"WT45h",507394,510810,3417,"+"
"SCO0489",2.283055391,8.79e-34,"WT45h",510823,511035,213,"-"
"SCO0490",0.714966661,6.51e-06,"WT45h",511124,512215,1092,"+"
"SCO0491",0.499945816,0.003707213,"WT45h",512302,513924,1623,"-"
"SCO0492",1.174175668,4.32e-11,"WT45h",513989,524920,10932,"-"
"SCO0493",0.285649976,0.146657982,"WT45h",524978,526783,1806,"-"
"SCO0494",0.493063844,0.006321828,"WT45h",526786,527838,1053,"-"
"SCO0495",0.288499828,0.020710182,"WT45h",527889,528752,864,"-"
"SCO0496",0.2097726,0.211882805,"WT45h",528791,529897,1107,"-"
"SCO0497",0.44126811,0.000968325,"WT45h",529894,530970,1077,"-"
"SCO0498",2.44845485,1.64e-16,"WT45h",530970,532325,1356,"-"
"SCO0499",1.862779455,3.75e-27,"WT45h",532501,533448,948,"+"
"SCO0500",-0.181199745,0.344032467,"WT45h",533534,533773,240,"-"
"SCO0501",-0.8058248,0.000114119,"WT45h",533812,535764,1953,"-"
"SCO0502",2.307599832,1.7e-12,"WT45h",535974,536408,435,"+"
"SCO0503",0.853531645,0.036020916,"WT45h",536532,537512,981,"+"
"SCO0504",-0.217814256,0.109556131,"WT45h",537623,538942,1320,"+"
"SCO0505",0.570209755,4.58e-06,"WT45h",539123,542131,3009,"+"
"SCO0506",-0.162190478,0.113299992,"WT45h",542269,543099,831,"+"
"SCO0507",-0.179248907,0.328045852,"WT45h",543119,543535,417,"-"
"SCO0508",-0.51980493,0.125996251,"WT45h",543545,544087,543,"+"
"SCO0509",5.666090824,0,"WT45h",544194,545717,1524,"+"
"SCO0511",2.620756208,5.08e-73,"WT45h",546358,547116,759,"+"
"SCO0512",0.247149582,0.167816761,"WT45h",547135,547743,609,"-"
"SCO0513",-1.469330326,2.87e-45,"WT45h",547809,548900,1092,"+"
"SCO0514",-1.064761024,3.56e-21,"WT45h",548968,549621,654,"+"
"SCO0516",-0.658673437,0.002165795,"WT45h",550455,551633,1179,"+"
"SCO0519",0.54131255,0.148739364,"WT45h",552403,553140,738,"-"
"SCO0520",0.413150337,0.148229675,"WT45h",553277,553861,585,"+"
"SCO0521",-0.081625361,0.538696083,"WT45h",553892,554473,582,"+"
"SCO0522",0.240320091,0.390395057,"WT45h",554649,555440,792,"+"
"SCO0523",-0.199070195,0.405274103,"WT45h",555468,555905,438,"-"
"SCO0524",0.931236873,3.03e-08,"WT45h",555990,556898,909,"+"
"SCO0525",-0.536454376,9.86e-12,"WT45h",557029,557844,816,"+"
"SCO0526",-0.757091876,1.47e-12,"WT45h",557882,558715,834,"+"
"SCO0527",0.190681456,0.091846427,"WT45h",558812,559015,204,"-"
"SCO0528",2.603816949,3.57e-69,"WT45h",559346,560098,753,"+"
"SCO0529",2.225669053,1.27e-39,"WT45h",560127,561545,1419,"-"
"SCO0530",-0.166110433,0.542989157,"WT45h",561731,562576,846,"-"
"SCO0531",0.054404894,0.912305091,"WT45h",562803,564071,1269,"+"
"SCO0532",0.102001565,0.817400981,"WT45h",564141,565049,909,"+"
"SCO0533",0.071834093,0.876245016,"WT45h",565046,565903,858,"+"
"SCO0534",-0.723653568,0.010250637,"WT45h",566007,567626,1620,"+"
"SCO0535",-0.352371441,0.20941608,"WT45h",567623,569044,1422,"+"
"SCO0536",-0.677471556,0.000389985,"WT45h",569061,569282,222,"-"
"SCO0537",0.826087069,5.79e-06,"WT45h",569655,570482,828,"+"
"SCO0538",0.207373625,0.388911455,"WT45h",570520,571848,1329,"+"
"SCO0539",0.02830661,0.941018331,"WT45h",571863,572813,951,"+"
"SCO0540",0.2840435,0.393950859,"WT45h",572810,573709,900,"+"
"SCO0541",0.501951676,0.013523349,"WT45h",573756,575081,1326,"+"
"SCO0542",4.970284158,1.87e-228,"WT45h",575351,577984,2634,"+"
"SCO0543",-0.575620381,0.014293689,"WT45h",578092,579228,1137,"+"
"SCO0544",1.397588795,2.2e-13,"WT45h",579257,580789,1533,"+"
"SCO0545",0.3428495,0.048380923,"WT45h",580913,583459,2547,"+"
"SCO0546",0.636408077,2.02e-11,"WT45h",583523,586897,3375,"-"
"SCO0547",1.228896961,0.000435485,"WT45h",586987,587988,1002,"-"
"SCO0548",1.394400136,1.34e-11,"WT45h",587985,589271,1287,"-"
"SCO0549",1.435410598,0.000124527,"WT45h",589268,589546,279,"-"
"SCO0550",0.148649357,0.55900516,"WT45h",590017,590895,879,"+"
"SCO0551",-0.327437202,0.024237166,"WT45h",590981,592309,1329,"-"
"SCO0552",-0.073937673,0.69923185,"WT45h",592306,593022,717,"-"
"SCO0553",-0.254684082,0.230326845,"WT45h",593049,593486,438,"-"
"SCO0554",-0.874103099,0.000919393,"WT45h",593641,595338,1698,"-"
"SCO0555",-1.606248986,0.000393861,"WT45h",595484,597079,1596,"-"
"SCO0556",0.251986481,0.323821508,"WT45h",597132,598655,1524,"-"
"SCO0557",0.312891064,0.017607621,"WT45h",598747,599769,1023,"+"
"SCO0558",0.89002527,0.000215513,"WT45h",599712,599978,267,"-"
"SCO0559",-0.743651171,3e-10,"WT45h",600051,601052,1002,"-"
"SCO0560",-0.836701622,2.4e-21,"WT45h",601133,603355,2223,"-"
"SCO0561",-0.948677109,2.94e-14,"WT45h",603385,603840,456,"-"
"SCO0562",0.109832508,0.389013719,"WT45h",603973,605085,1113,"+"
"SCO0563",-0.458908726,5.65e-05,"WT45h",605122,606555,1434,"-"
"SCO0564",0.436406953,0.256216169,"WT45h",606677,607837,1161,"-"
"SCO0565",0.558421844,0.18903592,"WT45h",607851,608909,1059,"-"
"SCO0566",1.009594054,0.024138833,"WT45h",608902,609186,285,"-"
"SCO0567",-1.105944054,8.98e-07,"WT45h",609517,610356,840,"+"
"SCO0568",-1.055875629,3.52e-12,"WT45h",610415,611488,1074,"-"
"SCO0569",1.273640972,1.81e-07,"WT45h",611984,612106,123,"-"
"SCO0570",1.751259188,2.53e-26,"WT45h",612156,612320,165,"-"
"SCO0571",-0.516102169,0.060198077,"WT45h",612426,613754,1329,"-"
"SCO0572",0.212312145,0.41356165,"WT45h",613751,615151,1401,"-"
"SCO0573",0.32151193,0.347190165,"WT45h",615154,616107,954,"-"
"SCO0574",0.149979157,0.532163205,"WT45h",616253,617086,834,"+"
"SCO0575",-0.406143872,0.00968552,"WT45h",617124,617855,732,"+"
"SCO0576",-0.325555612,0.138020158,"WT45h",617913,618788,876,"-"
"SCO0577",0.440955601,0.174874852,"WT45h",618788,619588,801,"-"
"SCO0578",-0.162613086,0.667100163,"WT45h",619588,620367,780,"-"
"SCO0579",-0.082765344,0.832481222,"WT45h",620367,620879,513,"-"
"SCO0580",0.416754776,0.137599314,"WT45h",620891,622672,1782,"-"
"SCO0581",0.793769563,0.000250736,"WT45h",622669,624036,1368,"-"
"SCO0582",-0.312617274,0.031874541,"WT45h",624273,625034,762,"+"
"SCO0583",-1.062116237,2.46e-25,"WT45h",625127,626350,1224,"+"
"SCO0584",-1.209337409,8.78e-54,"WT45h",626369,627631,1263,"-"
"SCO0585",-1.110750935,7.1e-31,"WT45h",627628,628164,537,"-"
"SCO0586",-1.100795496,2.5e-25,"WT45h",628247,628588,342,"-"
"SCO0587",-1.102279181,8.07e-28,"WT45h",628600,629058,459,"-"
"SCO0588",-1.023343163,8.06e-44,"WT45h",629185,630912,1728,"-"
"SCO0589",0.203609406,0.251082422,"WT45h",631216,632103,888,"-"
"SCO0590",0.810018349,8.07e-11,"WT45h",632180,633049,870,"+"
"SCO0591",5.064901905,0,"WT45h",633119,633958,840,"+"
"SCO0592",2.69879994,8.47e-89,"WT45h",633986,634708,723,"-"
"SCO0593",2.694751108,6.03e-61,"WT45h",634879,635706,828,"-"
"SCO0594",-0.090635588,0.731842293,"WT45h",635776,636516,741,"-"
"SCO0595",5.038589836,2.47e-99,"WT45h",636573,637166,594,"+"
"SCO0596",3.100182203,1.33e-59,"WT45h",637261,637824,564,"+"
"SCO0597",4.624225167,1.59e-264,"WT45h",637911,638306,396,"-"
"SCO0598",-0.041814476,0.730909518,"WT45h",638511,638804,294,"+"
"SCO0599",-0.192932204,0.024368502,"WT45h",638801,639730,930,"+"
"SCO0600",1.270161107,5.24e-16,"WT45h",639859,640704,846,"+"
"SCO0601",5.495560864,8.23e-209,"WT45h",640719,641762,1044,"-"
"SCO0602",6.354945863,1.04e-263,"WT45h",642012,643133,1122,"+"
"SCO0603",1.454653686,4.75e-38,"WT45h",643179,643880,702,"+"
"SCO0604",0.64222703,0.000515911,"WT45h",643926,645101,1176,"-"
"SCO0605",0.516371391,0.003274158,"WT45h",645297,646232,936,"+"
"SCO0606",3.002437763,2.68e-76,"WT45h",646345,647319,975,"+"
"SCO0607",-0.834467251,8.87e-14,"WT45h",647444,647731,288,"+"
"SCO0608",-0.58106357,7.2e-14,"WT45h",647887,648765,879,"+"
"SCO0609",0.437652675,0.001166507,"WT45h",648876,649739,864,"+"
"SCO0610",1.403215966,1.73e-14,"WT45h",649840,650610,771,"+"
"SCO0611",0.833523481,0.004482743,"WT45h",650624,651388,765,"+"
"SCO0612",3.515055488,5.99e-19,"WT45h",651462,651605,144,"+"
"SCO0613",3.51808698,2.13e-168,"WT45h",651602,652864,1263,"+"
"SCO0614",2.318057371,9.18e-38,"WT45h",652881,653165,285,"-"
"SCO0615",6.480208129,7.37e-220,"WT45h",653448,653906,459,"+"
"SCO0616",5.070056738,3.63e-231,"WT45h",653947,656322,2376,"-"
"SCO0617",4.012460123,1.62e-191,"WT45h",656319,658772,2454,"-"
"SCO0618",0.2374359,0.565075672,"WT45h",659143,660528,1386,"+"
"SCO0619",0.502594339,0.012036693,"WT45h",660525,661268,744,"+"
"SCO0620",0.521729748,0.02927194,"WT45h",661329,661607,279,"-"
"SCO0621",0.936285016,0.000479,"WT45h",661707,662291,585,"+"
"SCO0622",-0.173646574,0.229457553,"WT45h",662373,663014,642,"+"
"SCO0623",-0.384286973,0.001092921,"WT45h",663067,664686,1620,"+"
"SCO0624",0.622876101,0.015974801,"WT45h",664769,665773,1005,"-"
"SCO0625",0.627988519,0.024069813,"WT45h",665816,667096,1281,"-"
"SCO0626",0.296283704,0.471269262,"WT45h",667100,667744,645,"-"
"SCO0627",0.188129195,0.252242865,"WT45h",667741,669870,2130,"-"
"SCO0628",0.114906967,0.62057703,"WT45h",669972,671570,1599,"-"
"SCO0629",-0.018986562,0.938874548,"WT45h",671618,672727,1110,"-"
"SCO0630",-1.064227957,0.001538651,"WT45h",672882,673403,522,"-"
"SCO0631",-0.330595563,0.262438308,"WT45h",673451,673633,183,"-"
"SCO0632",-1.559412732,0.000337835,"WT45h",673733,674317,585,"+"
"SCO0633",-1.416904628,5.54e-05,"WT45h",674317,675069,753,"+"
"SCO0635",-0.584466708,0.000295828,"WT45h",676130,677023,894,"+"
"SCO0636",-0.013814611,0.958481161,"WT45h",677227,678861,1635,"+"
"SCO0637",0.02925225,0.928866487,"WT45h",678937,679392,456,"+"
"SCO0638",-1.421768876,0.006042381,"WT45h",679529,680188,660,"-"
"SCO0639",-0.155774818,0.309223786,"WT45h",680496,681428,933,"-"
"SCO0640",-0.17225495,0.195246908,"WT45h",681435,681863,429,"-"
"SCO0641",0.772100744,5.36e-15,"WT45h",681960,682535,576,"+"
"SCO0642",0.826735717,1.72e-17,"WT45h",682600,684345,1746,"-"
"SCO0643",-0.844019532,0.00524966,"WT45h",684409,685095,687,"-"
"SCO0644",-3.51233328,3.03e-204,"WT45h",685288,687444,2157,"-"
"SCO0645",0.374061169,0.032115976,"WT45h",687554,688567,1014,"-"
"SCO0646",0.361241187,0.157943104,"WT45h",688679,689263,585,"+"
"SCO0647",2.622857073,8.28e-24,"WT45h",689364,690161,798,"+"
"SCO0648",0.9801738,3.4e-17,"WT45h",690228,690923,696,"+"
"SCO0649",5.615771732,1.1e-188,"WT45h",690966,691283,318,"+"
"SCO0650",6.239211165,1.61e-272,"WT45h",691320,691832,513,"+"
"SCO0651",6.207109818,6.06e-277,"WT45h",691829,692614,786,"+"
"SCO0652",6.412678918,3.32e-141,"WT45h",692619,692897,279,"+"
"SCO0653",5.366870555,5.75e-295,"WT45h",692894,693445,552,"+"
"SCO0654",5.467726614,0,"WT45h",693442,694416,975,"+"
"SCO0655",5.323789555,2.71e-223,"WT45h",694441,694785,345,"+"
"SCO0656",5.421036749,1.04e-235,"WT45h",694782,695624,843,"+"
"SCO0657",5.600977451,9.04e-54,"WT45h",695660,695869,210,"+"
"SCO0658",5.408783282,4.34e-65,"WT45h",695866,696168,303,"+"
"SCO0659",1.351934411,7.1e-32,"WT45h",696248,697354,1107,"+"
"SCO0660",0.544441419,0.020160779,"WT45h",697480,698811,1332,"+"
"SCO0661",0.134629631,0.59334989,"WT45h",698838,699824,987,"+"
"SCO0662",0.784816025,0.001726376,"WT45h",699821,700684,864,"+"
"SCO0663",-0.006846535,0.985802741,"WT45h",700681,701712,1032,"+"
"SCO0664",-0.015919851,0.938707696,"WT45h",701709,703604,1896,"+"
"SCO0665",7.932009461,1.7e-197,"WT45h",703750,703977,228,"+"
"SCO0666",7.395357574,0,"WT45h",704114,706393,2280,"+"
"SCO0667",1.618875327,1.25e-15,"WT45h",706448,707329,882,"-"
"SCO0668",0.463250971,0.054411245,"WT45h",707401,708993,1593,"-"
"SCO0669",0.573049188,0.02125872,"WT45h",709071,709688,618,"+"
"SCO0670",1.53666588,4.05e-22,"WT45h",709685,711268,1584,"+"
"SCO0671",6.137967497,7.99e-113,"WT45h",711379,711633,255,"-"
"SCO0672",-0.683673181,3.35e-13,"WT45h",711649,712200,552,"+"
"SCO0673",-0.521166653,6.01e-07,"WT45h",712209,712736,528,"-"
"SCO0674",-0.708140947,7.22e-05,"WT45h",712829,714181,1353,"-"
"SCO0675",4.079390528,2.64e-96,"WT45h",714374,717028,2655,"+"
"SCO0676",1.570954897,1.49e-69,"WT45h",717303,719897,2595,"+"
"SCO0677",0.282138685,0.103386625,"WT45h",720032,720874,843,"+"
"SCO0678",5.398316014,6.21e-78,"WT45h",720985,721158,174,"-"
"SCO0679",1.449024914,4.31e-07,"WT45h",721248,721463,216,"+"
"SCO0680",1.726284241,7.05e-35,"WT45h",721495,723039,1545,"-"
"SCO0681",1.431720453,5.58e-73,"WT45h",723181,724545,1365,"+"
"SCO0682",-1.061043199,9.82e-38,"WT45h",724639,725013,375,"-"
"SCO0683",-0.870090966,1.89e-12,"WT45h",725056,725580,525,"-"
"SCO0684",-0.766939682,1.2e-21,"WT45h",725619,726395,777,"-"
"SCO0685",-0.940262307,1.07e-28,"WT45h",726401,726808,408,"-"
"SCO0686",2.986592828,2.3e-57,"WT45h",726845,728068,1224,"+"
"SCO0687",1.876096744,7.71e-43,"WT45h",728130,728924,795,"-"
"SCO0688",0.725112169,4.77e-06,"WT45h",729117,730289,1173,"+"
"SCO0689",4.2439412,2.34e-71,"WT45h",730352,730987,636,"+"
"SCO0690",6.662617292,2.94e-60,"WT45h",730984,731976,993,"+"
"SCO0691",5.912371693,5.16e-138,"WT45h",732005,734134,2130,"+"
"SCO0692",8.936593552,0,"WT45h",734210,735667,1458,"-"
"SCO0693",2.856165894,1.36e-20,"WT45h",735845,736192,348,"+"
"SCO0694",0.861276077,0.015390992,"WT45h",736312,736503,192,"+"
"SCO0695",-0.74575352,7.58e-10,"WT45h",736520,737506,987,"+"
"SCO0696",-0.852270334,0.002194224,"WT45h",737846,738340,495,"-"
"SCO0698",-0.601460355,0.031017995,"WT45h",739510,739875,366,"-"
"SCO0699",-1.10586269,4.78e-05,"WT45h",739938,740231,294,"-"
"SCO0700",-0.524196888,2.45e-09,"WT45h",740314,742083,1770,"-"
"SCO0701",-0.57010734,9.58e-13,"WT45h",742242,742685,444,"-"
"SCO0702",-0.64375811,7.77e-17,"WT45h",742816,743394,579,"-"
"SCO0703",-0.147675458,0.098652133,"WT45h",743575,743802,228,"+"
"SCO0705",-1.040379696,4.31e-74,"WT45h",744945,745763,819,"-"
"SCO0706",-0.247021789,0.599172479,"WT45h",745911,747194,1284,"-"
"SCO0707",-0.581852138,0.224204477,"WT45h",747191,748387,1197,"-"
"SCO0708",0.549562778,0.310228726,"WT45h",748380,749279,900,"-"
"SCO0709",-0.210906745,0.711234961,"WT45h",749276,750076,801,"-"
"SCO0710",-0.025163128,0.969374616,"WT45h",750073,750864,792,"-"
"SCO0711",0.568077849,0.062361044,"WT45h",751917,753197,1281,"-"
"SCO0712",-0.133818295,0.641765579,"WT45h",753318,756143,2826,"-"
"SCO0713",1.422182256,1.96e-05,"WT45h",756314,757246,933,"-"
"SCO0714",0.05207153,0.736705665,"WT45h",757637,758524,888,"+"
"SCO0715",0.668450444,0.001856956,"WT45h",758531,758902,372,"-"
"SCO0716",0.647929173,0.007295859,"WT45h",759197,760399,1203,"+"
"SCO0717",4.336628614,2.1e-67,"WT45h",760471,761598,1128,"+"
"SCO0718",5.558054015,1.46e-136,"WT45h",761675,761896,222,"+"
"SCO0719",2.874731192,2.39e-74,"WT45h",762009,762485,477,"-"
"SCO0720",1.197461535,8.02e-34,"WT45h",762558,764051,1494,"-"
"SCO0721",3.564189514,7.82e-151,"WT45h",764216,766594,2379,"-"
"SCO0722",3.546893635,9.54e-93,"WT45h",766591,767331,741,"-"
"SCO0723",1.458562441,3.86e-30,"WT45h",767385,768074,690,"+"
"SCO0724",0.517363386,9.73e-06,"WT45h",768426,769367,942,"+"
"SCO0725",-0.439970062,0.007570341,"WT45h",769688,770065,378,"+"
"SCO0726",-0.404256281,0.005594081,"WT45h",770144,770632,489,"-"
"SCO0727",-0.303977041,0.24902974,"WT45h",770665,771588,924,"-"
"SCO0728",-0.740449413,0.004431168,"WT45h",771628,772362,735,"+"
"SCO0729",-0.861672371,3.08e-05,"WT45h",772544,772966,423,"+"
"SCO0730",-0.832820491,2.9e-11,"WT45h",772974,773435,462,"-"
"SCO0731",-0.82936725,5.29e-11,"WT45h",773432,774613,1182,"-"
"SCO0732",-3.341992921,4.13e-196,"WT45h",774765,776129,1365,"+"
"SCO0733",-1.698106254,8.12e-55,"WT45h",776203,776388,186,"-"
"SCO0734",-2.396015036,7.89e-53,"WT45h",776554,777828,1275,"-"
"SCO0735",-1.243876364,1.16e-32,"WT45h",777895,779097,1203,"+"
"SCO0736",-1.150337504,7.31e-38,"WT45h",779131,779826,696,"-"
"SCO0737",0.068218406,0.727626443,"WT45h",780012,780812,801,"-"
"SCO0738",0.595256172,0.006761456,"WT45h",780863,781402,540,"+"
"SCO0739",0.763743918,2.37e-09,"WT45h",781386,782312,927,"-"
"SCO0740",-0.092707788,0.466223749,"WT45h",782467,783096,630,"-"
"SCO0741",-0.044882367,0.670156432,"WT45h",783096,784184,1089,"-"
"SCO0742",0.125929922,0.304283099,"WT45h",784362,786116,1755,"+"
"SCO0743",0.652329318,4.29e-06,"WT45h",786125,786409,285,"-"
"SCO0744",0.215906797,0.415992958,"WT45h",786591,786956,366,"+"
"SCO0745",0.061262833,0.867007519,"WT45h",786984,787643,660,"-"
"SCO0746",-0.137891239,0.603723353,"WT45h",787843,789096,1254,"+"
"SCO0747",1.207539424,7.49e-11,"WT45h",789337,789837,501,"-"
"SCO0748",-0.353230991,0.092991333,"WT45h",789960,790541,582,"+"
"SCO0749",1.159245774,1.21e-08,"WT45h",790561,791535,975,"-"
"SCO0750",4.683843371,7.03e-74,"WT45h",791701,791880,180,"-"
"SCO0751",-1.637737185,2.06e-67,"WT45h",791981,794467,2487,"-"
"SCO0752",-4.028337563,9.42e-300,"WT45h",794689,796002,1314,"-"
"SCO0753",-0.175347204,0.363521784,"WT45h",796584,796799,216,"+"
"SCO0754",-0.319001516,0.396189447,"WT45h",796977,797723,747,"+"
"SCO0755",-0.645068944,0.033739564,"WT45h",797720,799942,2223,"+"
"SCO0756",-0.281248845,0.265728218,"WT45h",799944,802766,2823,"+"
"SCO0757",3.179117316,1.07e-43,"WT45h",802797,803807,1011,"+"
"SCO0758",2.641713839,1.92e-26,"WT45h",803856,804035,180,"+"
"SCO0759",3.643289051,1.97e-50,"WT45h",804091,805122,1032,"+"
"SCO0760",1.594485281,2.91e-19,"WT45h",805135,805797,663,"+"
"SCO0761",-0.545709517,0.000976211,"WT45h",805859,806038,180,"+"
"SCO0762",-2.204840766,7.71e-43,"WT45h",806172,806606,435,"-"
"SCO0763",-0.946566893,9.86e-14,"WT45h",806966,808135,1170,"+"
"SCO0764",-1.194362924,9.64e-38,"WT45h",808206,809813,1608,"-"
"SCO0765",-0.950403902,2.98e-06,"WT45h",810172,812415,2244,"-"
"SCO0766",0.838555763,6.28e-05,"WT45h",812569,815655,3087,"-"
"SCO0767",-0.177503577,0.025454944,"WT45h",815808,818315,2508,"+"
"SCO0768",1.528734919,2.36e-35,"WT45h",818446,819111,666,"+"
"SCO0769",0.416773005,0.004027242,"WT45h",819148,820116,969,"-"
"SCO0770",1.125889548,1.35e-14,"WT45h",820194,820751,558,"-"
"SCO0771",1.454505547,1.01e-13,"WT45h",820761,821198,438,"-"
"SCO0772",1.295712284,2.45e-08,"WT45h",821295,821873,579,"+"
"SCO0773",1.23049117,2.51e-05,"WT45h",821848,822048,201,"-"
"SCO0774",-0.89459291,0.002060092,"WT45h",822061,823299,1239,"-"
"SCO0775",2.782652871,2.55e-44,"WT45h",823609,824058,450,"+"
"SCO0776",2.426258781,4.03e-38,"WT45h",824123,825139,1017,"-"
"SCO0777",4.375588992,2.66e-176,"WT45h",825287,826312,1026,"+"
"SCO0778",3.704126712,1.11e-74,"WT45h",826361,826669,309,"+"
"SCO0779",3.412311165,4.66e-84,"WT45h",826690,827085,396,"-"
"SCO0780",2.49481537,5.22e-82,"WT45h",827277,828218,942,"+"
"SCO0781",1.463393429,5.96e-15,"WT45h",828289,828789,501,"+"
"SCO0782",0.034558479,0.826427333,"WT45h",828755,829708,954,"-"
"SCO0783",-0.717885164,0.023840097,"WT45h",829910,831817,1908,"+"
"SCO0784",-1.048945331,0.006003188,"WT45h",831835,832518,684,"+"
"SCO0785",-0.340259146,0.490536143,"WT45h",832515,833198,684,"-"
"SCO0786",-0.569522113,0.28333321,"WT45h",833261,833800,540,"+"
"SCO0787",0.700390603,2.87e-05,"WT45h",833931,835199,1269,"+"
"SCO0788",1.067690511,1.06e-12,"WT45h",835238,835474,237,"-"
"SCO0789",6.469497741,4.65e-78,"WT45h",835547,836665,1119,"+"
"SCO0790",6.045886467,1.19e-80,"WT45h",836721,837377,657,"+"
"SCO0791",5.152245254,3.49e-52,"WT45h",837541,838680,1140,"+"
"SCO0792",5.957440486,4.44e-31,"WT45h",838977,840008,1032,"+"
"SCO0793",2.99523847,8.07e-74,"WT45h",840026,840334,309,"-"
"SCO0794",0.237397147,0.059494104,"WT45h",840399,841688,1290,"-"
"SCO0795",-0.415566887,0.151098577,"WT45h",841878,842372,495,"+"
"SCO0796",2.307897923,5.3e-76,"WT45h",842488,843747,1260,"+"
"SCO0797",0.664841152,6.77e-08,"WT45h",843808,844860,1053,"+"
"SCO0798",1.969595925,3.05e-70,"WT45h",844881,846116,1236,"+"
"SCO0799",3.253286803,4.79e-52,"WT45h",846084,846809,726,"-"
"SCO0800",-0.46297002,0.072947123,"WT45h",846917,847534,618,"-"
"SCO0801",0.3686995,0.081775236,"WT45h",847649,849232,1584,"+"
"SCO0802",0.204001639,0.199194397,"WT45h",849194,850042,849,"-"
"SCO0803",-0.82906751,2.01e-18,"WT45h",850100,851074,975,"-"
"SCO0804",-0.730515628,2.42e-16,"WT45h",851097,851840,744,"-"
"SCO0805",-0.111230951,0.317224225,"WT45h",851911,853212,1302,"-"
"SCO0806",0.650711337,0.000133611,"WT45h",853340,854365,1026,"-"
"SCO0807",0.322554975,0.448510976,"WT45h",854455,854775,321,"-"
"SCO0808",0.724259878,0.020794949,"WT45h",854802,855884,1083,"-"
"SCO0809",0.148890459,0.745820898,"WT45h",856126,857139,1014,"-"
"SCO0810",0.50496366,0.162707185,"WT45h",857132,858172,1041,"-"
"SCO0811",0.959574583,0.000742591,"WT45h",858169,859686,1518,"-"
"SCO0812",1.09721231,0.006768763,"WT45h",859963,861123,1161,"+"
"SCO0813",1.49741165,1.43e-08,"WT45h",861242,863281,2040,"+"
"SCO0814",0.002942112,0.995482161,"WT45h",863278,864732,1455,"+"
"SCO0815",0.726024483,0.000879446,"WT45h",864811,865563,753,"+"
"SCO0816",0.456023992,0.01154051,"WT45h",865560,867038,1479,"+"
"SCO0817",0.612767447,0.030155501,"WT45h",867035,867682,648,"+"
"SCO0818",0.664615207,0.005464693,"WT45h",867800,868594,795,"+"
"SCO0819",0.767942128,0.001832355,"WT45h",868598,869908,1311,"+"
"SCO0820",2.742423158,3.11e-41,"WT45h",869978,870337,360,"-"
